fecha,prediccion,real,precios
30-08-2018,0.2229272723197937,0.6485610052695443,49.66
31-08-2018,0.023040374120076496,-0.7018247443352603,49.52
03-09-2018,0.30126050611337024,-0.402010050251262,49.55
04-09-2018,0.4322230915228526,-1.4705882352941257,48.91
05-09-2018,0.8709117968877157,-3.608962918897482,48.61
06-09-2018,0.20978655417760214,-2.637362637362638,48.73
07-09-2018,-0.9687796433766683,-2.4511757672379373,48.95
10-09-2018,-2.547168493270874,,
11-09-2018,-2.590127468109131,,
12-09-2018,-4.046236356099446,,
13-09-2018,-3.282825549443563,,
14-09-2018,-2.612229804197947,,
17-09-2018,-2.071640968322754,,
18-09-2018,-0.9489692747592926,,
