fecha,tasa,precios
12-10-2018,2.1739130434782505,3.76
15-10-2018,-2.150537634408604,3.64
16-10-2018,-3.1496062992126013,3.69
17-10-2018,-1.5665796344647533,3.77
18-10-2018,-3.1578947368420964,3.68
19-10-2018,-4.787234042553184,3.58
22-10-2018,-5.645161290322592,3.51
23-10-2018,-7.7127659574467975,3.47
24-10-2018,-8.516483516483518,3.33
25-10-2018,-8.943089430894311,3.36
26-10-2018,-13.793103448275861,3.25
29-10-2018,-15.760869565217392,3.1
30-10-2018,-11.452513966480451,3.17
31-10-2018,-5.69800569800569,3.31
