fecha,tasa,precios
18-09-2018,1.3698630136986374,3.7
19-09-2018,5.915492957746478,3.76
20-09-2018,7.3863636363636305,3.78
21-09-2018,3.2520325203252063,3.81
24-09-2018,1.0610079575596827,3.81
25-09-2018,-0.537634408602151,3.7
26-09-2018,2.9972752043596698,3.78
27-09-2018,0.2702702702702645,3.71
28-09-2018,-0.7978723404255268,3.73
01-10-2018,-1.587301587301577,3.72
02-10-2018,-4.199475065616801,3.65
03-10-2018,-3.4120734908136456,3.68
04-10-2018,0.540540540540541,3.72
05-10-2018,0.7936507936508003,3.81
