fecha,tasa,precios
28-09-2018,-0.7978723404255268,3.73
01-10-2018,-1.587301587301577,3.72
02-10-2018,-4.199475065616801,3.65
03-10-2018,-3.4120734908136456,3.68
04-10-2018,0.540540540540541,3.72
05-10-2018,0.7936507936508003,3.81
08-10-2018,3.234501347708898,3.83
09-10-2018,1.8766756032171539,3.8
10-10-2018,1.0752688172042901,3.76
11-10-2018,1.91780821917809,3.72
12-10-2018,2.1739130434782505,3.76
15-10-2018,-2.150537634408604,3.64
16-10-2018,-3.1496062992126013,3.69
17-10-2018,-1.5665796344647533,3.77
