index,activation,epochs,error,hidden,learning_rate,prediction,random_seed
39,<function elu at 0x0000000008C856A8>,1000,2.9976480538169405,500,0.005,"[1.250876784324646, 1.4740674495697021, 1.4851127862930298, 0.3630462884902954, 1.57891047000885, -2.028219223022461, -3.387774705886841, -4.0002312660217285, -4.023012161254883, -1.9347248077392578, -3.5359456539154053, -3.1899824142456055, -3.484837770462036, -3.546055555343628]",2.9976480538169405
113,<function relu at 0x0000000008C7E400>,1000,2.9990188597002403,500,0.005,"[0.7242819666862488, 0.569351315498352, -0.294182687997818, 1.2492780685424805, 1.050858974456787, -0.22112232446670532, 2.350177049636841, 3.3351781368255615, 0.3536681532859802, -1.980100154876709, -1.5220556259155273, -0.42355942726135254, 0.2926867604255676, 1.0999505519866943]",2.9990188597002403
133,<function relu at 0x0000000008C7E400>,500,3.0268995905223695,1000,0.005,"[0.45781660079956055, 0.8925537467002869, 2.318368434906006, 1.5500476360321045, 1.2944681644439697, 0.5156069397926331, -0.0011222418397665024, 0.5185884833335876, 2.3176848888397217, 0.849357545375824, -0.6266313791275024, 1.2747362852096558, 1.4506185054779053, -0.041663892567157745]",3.0268995905223695
7,<function elu at 0x0000000008C856A8>,500,3.038151162303548,100,0.001,"[0.876697301864624, 1.5361913442611694, 1.7387937307357788, 0.9997188448905945, 0.34688299894332886, 0.08738034963607788, 0.06357640027999878, -0.8396413922309875, -2.7689738273620605, -4.576164722442627, -3.9111223220825195, -5.40585470199585, -6.12434196472168, -6.178030967712402]",3.038151162303548
2,<function elu at 0x0000000008C856A8>,500,3.0410031308852075,100,0.0001,"[0.6462262868881226, 1.2877840995788574, 1.588085651397705, 1.7508094310760498, 1.4739594459533691, 0.5546675324440002, -0.5323066115379333, -0.46997493505477905, -0.31829720735549927, -1.7923903465270996, -2.9806344509124756, -2.9521498680114746, -3.0687856674194336, -3.8586020469665527]",3.0410031308852075
24,<function elu at 0x0000000008C856A8>,500,3.0435529564273085,500,0.0001,"[0.5889405608177185, 1.2349538803100586, 1.666610836982727, 1.6337230205535889, 0.8660130500793457, 0.32326748967170715, 0.553566575050354, 0.29120922088623047, 0.3721933364868164, -1.291778326034546, -2.4106457233428955, -3.445957660675049, -5.118785381317139, -7.735990524291992]",3.0435529564273085
38,<function elu at 0x0000000008C856A8>,500,3.0467277693144728,500,0.005,"[1.3083655834197998, 1.707383632659912, 1.4239568710327148, 1.2813841104507446, 1.5332720279693604, -1.557496428489685, -2.1067724227905273, -2.53737735748291, 0.5126075148582458, -2.2166106700897217, -1.5093090534210205, 0.30760252475738525, 0.7037011981010437, -0.3031151294708252]",3.0467277693144728
22,<function elu at 0x0000000008C856A8>,1000,3.0503243035421748,100,0.0005,"[0.9058398008346558, 1.544377326965332, 1.7404226064682007, 1.0890576839447021, 0.28057196736335754, -0.21394845843315125, 0.3454163372516632, -0.5147891640663147, -3.6668460369110107, -6.0410332679748535, -5.988312244415283, -6.173373699188232, -3.5694234371185303, -2.265817642211914]",3.0503243035421748
23,<function elu at 0x0000000008C856A8>,1000,3.079867016568704,100,0.0005,"[0.9718687534332275, 1.489496111869812, 1.6388691663742065, 1.641984224319458, 1.0039211511611938, 0.22385181486606598, -0.4858737885951996, -0.4198928773403168, 0.20936955511569977, -1.989944338798523, -3.031217336654663, -2.730701446533203, -2.756545305252075, -5.832330703735352]",3.079867016568704
35,<function elu at 0x0000000008C856A8>,1000,3.0879439484806843,500,0.001,"[1.2960999011993408, 1.6218985319137573, 1.2711862325668335, 1.0064128637313843, 0.8524125218391418, -0.36294952034950256, -4.063409328460693, -3.0257060527801514, -0.22393569350242615, 0.772053062915802, 2.6016530990600586, -0.3343736231327057, -0.43800249695777893, -4.264352321624756]",3.0879439484806843
137,<function relu at 0x0000000008C7E400>,1000,3.0922046398140246,1000,0.005,"[0.5199074149131775, 0.8910526633262634, 2.543602466583252, 1.5671874284744263, 0.5445526242256165, -0.20592406392097473, 1.1659249067306519, -0.713535487651825, -0.5528720021247864, -1.0119138956069946, 0.33184492588043213, 1.4228955507278442, 2.1285815238952637, 2.3562278747558594]",3.0922046398140246
43,<function elu at 0x0000000008C856A8>,500,3.1038557836502076,500,0.0005,"[0.9973950386047363, 1.6970372200012207, 1.5411717891693115, 0.24380356073379517, 0.21886974573135376, -0.14450806379318237, 0.7091721892356873, -0.9635805487632751, 0.48933711647987366, -1.2387696504592896, -2.90077543258667, -3.486872673034668, -4.399319648742676, -4.191615581512451]",3.1038557836502076
10,<function elu at 0x0000000008C856A8>,1000,3.1151694020834038,100,0.001,"[0.9012342095375061, 1.5009959936141968, 1.3621890544891357, 0.3780980706214905, 0.788553774356842, 0.5513657927513123, 0.70355623960495, -1.2935861349105835, -4.077166557312012, -6.921187877655029, -6.170040130615234, -6.943972587585449, -4.613012313842773, -4.501847267150879]",3.1151694020834038
26,<function elu at 0x0000000008C856A8>,500,3.1169010786883704,500,0.0001,"[0.6005075573921204, 1.2541347742080688, 1.7107088565826416, 1.8627512454986572, 1.061417818069458, 0.349811851978302, 0.7650400400161743, 0.9398478269577026, 1.2813999652862549, -0.46639886498451233, -1.5974509716033936, -2.902848720550537, -4.598055839538574, -6.4897260665893555]",3.1169010786883704
143,<function relu at 0x0000000008C7E400>,1000,3.12138235248827,1000,0.0005,"[1.167231798171997, 1.1112104654312134, 0.9419631361961365, 1.552846074104309, 2.258866310119629, -0.13232600688934326, 0.28805011510849, 0.68199223279953, -0.4095166027545929, -2.8273441791534424, -1.4064947366714478, -0.7348414659500122, -2.3695735931396484, -3.4654929637908936]",3.12138235248827
12,<function elu at 0x0000000008C856A8>,500,3.1402435671701476,100,0.005,"[1.1368019580841064, 1.5008875131607056, 1.1589933633804321, 0.7314789891242981, 1.7489365339279175, 0.7787845730781555, -0.5990530848503113, -4.762393951416016, -4.975302696228027, -2.98164963722229, 2.7962987422943115, 4.945776462554932, -0.1888386607170105, -3.805509090423584]",3.1402435671701476
56,<function elu at 0x0000000008C856A8>,500,3.1561992898815228,1000,0.001,"[1.3349099159240723, 1.806042194366455, 1.1866587400436401, 1.0668103694915771, 1.6126654148101807, 0.2073497772216797, -1.5007719993591309, -2.9650440216064453, -4.120216369628906, -1.3196039199829102, -1.926525354385376, -1.8263273239135742, 0.39529740810394287, 0.8495144844055176]",3.1561992898815228
73,<function relu at 0x0000000008C7E400>,500,3.1588934709657828,100,0.0001,"[0.31182044744491577, 0.8848201632499695, 1.5629249811172485, 2.0135698318481445, 1.8959200382232666, 1.2274855375289917, 0.6874384880065918, 0.44875460863113403, 0.20856481790542603, -0.18254739046096802, -0.3406476676464081, -0.49456387758255005, -0.3149876594543457, -0.3729565441608429]",3.1588934709657828
25,<function elu at 0x0000000008C856A8>,500,3.1745006995211167,500,0.0001,"[0.5689796209335327, 1.221167802810669, 1.6534122228622437, 1.6720854043960571, 1.3780847787857056, 0.7183780670166016, 0.9564165472984314, 1.2716790437698364, 1.8992081880569458, 0.3203919529914856, -0.5103575587272644, -1.6832008361816406, -4.385459899902344, -6.685243606567383]",3.1745006995211167
70,<function elu at 0x0000000008C856A8>,1000,3.1768125693897695,1000,0.0005,"[1.263789415359497, 1.7363383769989014, 1.0454699993133545, 0.6221299767494202, 1.6358031034469604, 0.8116942048072815, -1.0700905323028564, -0.430129736661911, 0.530422031879425, 0.6648392677307129, 0.4503503143787384, -1.4241371154785156, 1.6522421836853027, -1.872796654701233]",3.1768125693897695
36,<function elu at 0x0000000008C856A8>,500,3.1806978102012216,500,0.005,"[1.166059970855713, 1.9068275690078735, 1.3629040718078613, 1.0172730684280396, 1.6812310218811035, -2.1246235370635986, -4.321286678314209, -4.318576812744141, -3.3889620304107666, -2.4148075580596924, -2.444597005844116, -0.9915555119514465, -0.0727190300822258, 0.2989599108695984]",3.1806978102012216
54,<function elu at 0x0000000008C856A8>,500,3.183825010562626,1000,0.001,"[1.2793127298355103, 1.8149820566177368, 1.106695294380188, 1.7475759983062744, 1.8673216104507446, -0.0022579412907361984, -2.3018639087677, -3.485419750213623, -3.202208995819092, -3.4931554794311523, -2.808913469314575, -2.2498748302459717, -1.012473702430725, -0.906497061252594]",3.183825010562626
33,<function elu at 0x0000000008C856A8>,1000,3.1957216315228822,500,0.001,"[1.2353315353393555, 1.5875357389450073, 1.0316123962402344, 0.9003844857215881, 2.6166915893554688, -0.6774647831916809, -3.936462640762329, -2.8355801105499268, -1.7980821132659912, -3.0799765586853027, 1.6652426719665527, 1.2572866678237915, 0.019966166466474533, -2.7993907928466797]",3.1957216315228822
5,<function elu at 0x0000000008C856A8>,1000,3.219651461219701,100,0.0001,"[0.7947384119033813, 1.5081363916397095, 1.8797427415847778, 2.0285661220550537, 1.5391993522644043, 0.6045254468917847, -0.1767321676015854, 0.023339644074440002, 0.3361690044403076, -1.454081654548645, -3.4957473278045654, -4.190829277038574, -4.904036521911621, -7.982407569885254]",3.219651461219701
74,<function relu at 0x0000000008C7E400>,500,3.2275888907341845,100,0.0001,"[0.5763705968856812, 1.0546625852584839, 1.5214622020721436, 2.2367846965789795, 1.8768635988235474, 1.0731728076934814, 0.6317241191864014, 0.7093507051467896, 0.9250540733337402, 0.6058109998703003, 0.6369345188140869, 1.4789186716079712, 2.4256322383880615, 3.238558769226074]",3.2275888907341845
27,<function elu at 0x0000000008C856A8>,1000,3.235842808485422,500,0.0001,"[0.6752222776412964, 1.3733677864074707, 1.7486170530319214, 1.5226233005523682, 0.6784243583679199, 0.5571222305297852, 1.4913305044174194, 1.3939889669418335, 1.5006508827209473, -1.0765948295593262, -2.9028003215789795, -3.8567488193511963, -5.15728235244751, -7.154811382293701]",3.235842808485422
20,<function elu at 0x0000000008C856A8>,500,3.2395832352519074,100,0.0005,"[0.903632640838623, 1.550881266593933, 1.7737376689910889, 1.7677448987960815, 1.30831778049469, 0.5512622594833374, 0.3662477433681488, 1.3391696214675903, 2.8703548908233643, 1.8638367652893066, 0.8416967391967773, 0.6793785691261292, -1.2626866102218628, -6.021435737609863]",3.2395832352519074
14,<function elu at 0x0000000008C856A8>,500,3.241484401557428,100,0.005,"[1.4890282154083252, 1.6686369180679321, 0.9773780107498169, 1.0702221393585205, 2.733022451400757, -0.17559395730495453, -2.2621219158172607, -3.684129238128662, -2.000377893447876, 0.1380174309015274, 2.2999320030212402, 4.433373928070068, 2.570781946182251, 0.7083417177200317]",3.241484401557428
110,<function relu at 0x0000000008C7E400>,500,3.241836368805984,500,0.005,"[0.9927740693092346, 1.0998860597610474, 1.0054713487625122, 2.2459702491760254, 0.9959898591041565, 0.4929676353931427, 1.5519225597381592, 2.107823133468628, 0.6104640960693359, -1.4351054430007935, -1.5642756223678589, 0.08256643265485764, -0.7892236113548279, -0.9358903169631958]",3.241836368805984
32,<function elu at 0x0000000008C856A8>,500,3.2444986932903324,500,0.001,"[1.2541062831878662, 1.8537116050720215, 1.3237318992614746, 1.2318061590194702, 2.0008888244628906, 0.5488386750221252, -1.856637716293335, -1.9148178100585938, -1.0676140785217285, 0.7338007092475891, 1.2405846118927002, -0.8578633666038513, -1.273819923400879, -2.811565637588501]",3.2444986932903324
34,<function elu at 0x0000000008C856A8>,1000,3.253374778318219,500,0.001,"[1.2635151147842407, 1.491115927696228, 1.016260027885437, 1.136546015739441, 2.778744697570801, 0.555374264717102, -0.9979730844497681, 2.4860239028930664, 3.9330058097839355, 0.6628743410110474, 3.370333194732666, -0.902532696723938, -7.394462585449219, -7.067686080932617]",3.253374778318219
61,<function elu at 0x0000000008C856A8>,500,3.25352733930119,1000,0.005,"[0.617844820022583, 1.143777847290039, 1.425417423248291, 1.4358621835708618, 0.9855870008468628, 1.4940998554229736, 1.3484312295913696, 0.2763204574584961, 0.812067985534668, 0.5539102554321289, 0.548683762550354, 0.4193863868713379, 1.3736666440963745, 0.9523983001708984]",3.25352733930119
29,<function elu at 0x0000000008C856A8>,1000,3.26836330923917,500,0.0001,"[0.6954483985900879, 1.385831594467163, 1.771810531616211, 1.7745513916015625, 0.8387678861618042, 0.4516756236553192, 1.537192463874817, 1.402961254119873, 1.463467001914978, -1.3758108615875244, -2.9709219932556152, -4.325380325317383, -5.346818447113037, -5.834270000457764]",3.26836330923917
65,<function elu at 0x0000000008C856A8>,1000,3.283834178810916,1000,0.005,"[1.1209346055984497, 1.9981670379638672, 1.4447932243347168, 1.9074974060058594, 2.2810492515563965, -2.6576666831970215, -0.26616519689559937, 0.5009801983833313, -1.6749051809310913, -3.234780788421631, -2.6787350177764893, -1.8116223812103271, -2.2627131938934326, -4.734553337097168]",3.283834178810916
98,<function relu at 0x0000000008C7E400>,500,3.2860359655080913,500,0.0001,"[0.5287471413612366, 1.267030954360962, 1.748655080795288, 2.230994701385498, 1.7791714668273926, 1.0965096950531006, 0.6680599451065063, 1.0061544179916382, 1.651863694190979, 1.5906850099563599, 1.722825288772583, 1.5180336236953735, 1.0205873250961304, 0.17565050721168518]",3.2860359655080913
141,<function relu at 0x0000000008C7E400>,1000,3.2945110381605525,1000,0.0005,"[1.1446106433868408, 1.23613440990448, 1.0754951238632202, 1.9602245092391968, 2.606964111328125, 0.23514123260974884, 0.553152322769165, 0.7456005811691284, -1.731155276298523, -4.542677879333496, -3.890446662902832, -2.4930028915405273, -2.706601142883301, -4.320047378540039]",3.2945110381605525
106,<function relu at 0x0000000008C7E400>,1000,3.3295083584150733,500,0.001,"[0.9875885844230652, 1.143003225326538, 0.6766700148582458, 2.2083628177642822, 3.1035315990448, 0.9685127139091492, -0.03594111651182175, 1.561577320098877, 1.435513973236084, -1.6600110530853271, -2.4564130306243896, -2.0748045444488525, -5.639608383178711, -8.077937126159668]",3.3295083584150733
58,<function elu at 0x0000000008C856A8>,1000,3.3296792637090324,1000,0.001,"[1.2212800979614258, 1.5074766874313354, 1.615156650543213, 0.7268620729446411, 1.6133328676223755, -3.185323476791382, -5.718268394470215, -3.6348838806152344, -2.9820103645324707, -2.2032864093780518, -2.3456993103027344, -2.124457359313965, -2.150731086730957, -1.9183897972106934]",3.3296792637090324
76,<function relu at 0x0000000008C7E400>,1000,3.3362619335737236,100,0.0001,"[0.5133658647537231, 1.221869945526123, 1.7447123527526855, 2.2577309608459473, 2.162061929702759, 1.2398635149002075, 0.6524438261985779, 0.5955687165260315, 0.7429463267326355, 0.4954776167869568, 0.20551177859306335, -0.006848711520433426, 0.11891676485538483, -0.31919315457344055]",3.3362619335737236
21,<function elu at 0x0000000008C856A8>,1000,3.3450064740994496,100,0.0005,"[0.8659170866012573, 1.486591100692749, 1.6962060928344727, 1.911919116973877, 1.754270315170288, 1.2279760837554932, 0.3716423809528351, 0.42022207379341125, -0.742840051651001, -3.6323893070220947, -4.790781497955322, -5.0298566818237305, -5.315507411956787, -5.1231865882873535]",3.3450064740994496
62,<function elu at 0x0000000008C856A8>,500,3.3490894929643478,1000,0.005,"[0.8623170852661133, 1.933735728263855, 1.4916468858718872, 1.2471895217895508, 0.992281436920166, 0.5742120742797852, 1.3145748376846313, 0.9971070289611816, 1.5846855640411377, 0.12977996468544006, -1.0958430767059326, -1.205784797668457, -1.33456289768219, -0.9224917888641357]",3.3490894929643478
69,<function elu at 0x0000000008C856A8>,1000,3.376141937203132,1000,0.0005,"[1.2064411640167236, 1.676558017730713, 0.9972135424613953, 0.49741029739379883, 2.390712022781372, 1.0674314498901367, 0.46570658683776855, 1.350928783416748, 2.2302191257476807, -0.9549452066421509, -1.4049519300460815, -1.6697523593902588, -0.7105969786643982, -2.3508999347686768]",3.376141937203132
18,<function elu at 0x0000000008C856A8>,500,3.389599461120933,100,0.0005,"[0.8152732253074646, 1.4056140184402466, 1.7522364854812622, 2.0211806297302246, 1.8694517612457275, 1.3780958652496338, 0.5952980518341064, 0.28991201519966125, -0.18489310145378113, -2.5065224170684814, -3.336487293243408, -3.974093437194824, -5.4293060302734375, -7.716075420379639]",3.389599461120933
6,<function elu at 0x0000000008C856A8>,500,3.3972013955077407,100,0.001,"[1.1291279792785645, 1.722427248954773, 1.6329236030578613, 1.7651351690292358, 1.0617399215698242, 1.0550096035003662, 0.8201966285705566, 0.16831207275390625, -0.9429240226745605, -2.7041149139404297, -1.9207358360290527, -1.7966156005859375, 0.08560241013765335, 0.39128756523132324]",3.3972013955077407
30,<function elu at 0x0000000008C856A8>,500,3.4125905983605196,500,0.001,"[1.270154356956482, 1.8251434564590454, 1.3151757717132568, 0.6116091012954712, 2.085761785507202, 1.5190895795822144, -0.29406097531318665, -1.254686951637268, 1.287256121635437, 0.15558573603630066, 1.808289885520935, -1.1245566606521606, -0.27327051758766174, -2.1482980251312256]",3.4125905983605196
49,<function elu at 0x0000000008C856A8>,500,3.417621808413883,1000,0.0001,"[0.6809259653091431, 1.442697525024414, 1.768714189529419, 1.5039598941802979, 0.6588040590286255, 0.7262812852859497, 2.3638112545013428, 2.0274760723114014, 2.9510128498077393, 0.9666062593460083, 0.08030727505683899, -0.7223223447799683, -1.628875494003296, -3.3893039226531982]",3.417621808413883
77,<function relu at 0x0000000008C7E400>,1000,3.4229203774169563,100,0.0001,"[0.740303099155426, 1.2634292840957642, 1.6604244709014893, 2.5705044269561768, 2.1850571632385254, 1.1911121606826782, 0.8230467438697815, 1.1731300354003906, 1.98979651927948, 2.147698402404785, 2.0125534534454346, 2.222623348236084, 2.325136184692383, 2.551630973815918]",3.4229203774169563
101,<function relu at 0x0000000008C7E400>,1000,3.428177656175048,500,0.0001,"[0.6902614235877991, 1.3460406064987183, 1.7162179946899414, 2.2824532985687256, 1.8021929264068604, 1.2487967014312744, 1.2487993240356445, 2.026404619216919, 2.9595067501068115, 2.6922547817230225, 2.438491106033325, 1.8442399501800537, 1.6214207410812378, 1.6545804738998413]",3.428177656175048
28,<function elu at 0x0000000008C856A8>,1000,3.430154146314643,500,0.0001,"[0.6477391123771667, 1.3106101751327515, 1.6635315418243408, 1.6127818822860718, 1.358641266822815, 1.2260881662368774, 2.0361082553863525, 2.0939409732818604, 2.3152472972869873, -0.09772154688835144, -1.906527042388916, -3.5726988315582275, -6.102460861206055, -6.909471035003662]",3.430154146314643
96,<function relu at 0x0000000008C7E400>,500,3.4379091983909253,500,0.0001,"[0.523043155670166, 1.2272334098815918, 1.8183571100234985, 2.367591381072998, 2.195615768432617, 1.472865104675293, 1.0153028964996338, 1.0441563129425049, 1.371151089668274, 1.5876507759094238, 1.9020426273345947, 1.8231887817382812, 1.4307972192764282, 0.46566858887672424]",3.4379091983909253
48,<function elu at 0x0000000008C856A8>,500,3.4453901283215904,1000,0.0001,"[0.67588210105896, 1.4385241270065308, 1.7708500623703003, 1.6948773860931396, 0.6980429887771606, 0.9473637938499451, 2.305136203765869, 1.8789373636245728, 2.8104801177978516, 0.7665191292762756, 0.30097824335098267, -0.11907786130905151, -0.9624385237693787, -3.8943145275115967]",3.4453901283215904
40,<function elu at 0x0000000008C856A8>,1000,3.452055920787155,500,0.005,"[1.2663801908493042, 1.3701714277267456, 1.6809788942337036, 0.6922787427902222, 2.6709892749786377, -2.4089369773864746, -5.966648101806641, -3.542876958847046, 0.8437625169754028, -0.4492679536342621, -2.9716603755950928, -2.833469867706299, -2.23313307762146, -2.760674476623535]",3.452055920787155
59,<function elu at 0x0000000008C856A8>,1000,3.4565908714337206,1000,0.001,"[1.2537773847579956, 1.5654550790786743, 1.3296865224838257, 0.33396854996681213, 1.170894980430603, -4.048215389251709, -6.431124210357666, -3.1966402530670166, -3.1207151412963867, -2.4525654315948486, -2.3623459339141846, -2.1534550189971924, -0.8659858107566833, 0.2149149477481842]",3.4565908714337206
67,<function elu at 0x0000000008C856A8>,500,3.4649508165039693,1000,0.0005,"[1.198160171508789, 1.8202335834503174, 1.4601051807403564, 0.6623481512069702, 1.0800204277038574, 1.4051368236541748, 1.2648988962173462, 1.161510944366455, 1.451537013053894, 0.4227941036224365, 1.656895637512207, -1.0933663845062256, 2.014867067337036, -1.6916552782058716]",3.4649508165039693
134,<function relu at 0x0000000008C7E400>,500,3.482738760130366,1000,0.005,"[0.4208129644393921, 0.5857492089271545, 2.304142475128174, 2.975724935531616, 2.4562020301818848, 1.3384582996368408, 1.3204594850540161, -0.9100672006607056, -1.1204911470413208, -2.865182638168335, -3.930352210998535, -2.9576845169067383, -1.3945664167404175, -1.1103116273880005]",3.482738760130366
87,<function relu at 0x0000000008C7E400>,1000,3.4887713939615943,100,0.005,"[0.4162938594818115, 1.281587839126587, 1.9952757358551025, 3.400933265686035, 2.507652997970581, 0.6441934108734131, 0.8519151210784912, 0.9716712236404419, 0.5664271712303162, -1.495887279510498, -2.250079393386841, -2.0171828269958496, -1.8725388050079346, -1.1165223121643066]",3.4887713939615943
15,<function elu at 0x0000000008C856A8>,1000,3.499021896731219,100,0.005,"[1.2319786548614502, 1.3286279439926147, 1.0314234495162964, 0.26058298349380493, 2.396512031555176, -1.771008014678955, -6.917108058929443, -11.714131355285645, -7.5312957763671875, -2.934433937072754, 6.498647212982178, 4.240485191345215, -4.822144985198975, -13.691303253173828]",3.499021896731219
97,<function relu at 0x0000000008C7E400>,500,3.501435562008067,500,0.0001,"[0.4987884759902954, 1.2850747108459473, 1.9274905920028687, 2.639375925064087, 2.4332032203674316, 1.542488694190979, 0.8238179683685303, 0.730046272277832, 0.9369784593582153, 0.5496857166290283, 0.47404253482818604, 0.8888933062553406, 1.4408681392669678, 1.2818031311035156]",3.501435562008067
127,<function relu at 0x0000000008C7E400>,500,3.505098512169221,1000,0.001,"[1.0670416355133057, 1.4495973587036133, 1.4539705514907837, 3.163544178009033, 2.845585346221924, 0.9887971878051758, -0.6027814745903015, -0.5923162698745728, -2.666755437850952, -4.960056304931641, -5.325644493103027, -3.7700366973876953, -3.112204074859619, -3.9799327850341797]",3.505098512169221
57,<function elu at 0x0000000008C856A8>,1000,3.5096438441010323,1000,0.001,"[1.2418230772018433, 1.5225030183792114, 0.9858890771865845, -0.5455082654953003, -0.5935460329055786, -3.5121848583221436, -7.404574871063232, -3.809588670730591, -2.7978146076202393, -4.2117133140563965, -3.174485683441162, -2.3943583965301514, -1.240644931793213, -2.0080583095550537]",3.5096438441010323
92,<function relu at 0x0000000008C7E400>,500,3.5183200441952853,100,0.0005,"[0.9119912385940552, 1.3587125539779663, 1.6147592067718506, 2.5632050037384033, 2.2400548458099365, 1.2175756692886353, 1.1534160375595093, 2.0765650272369385, 3.2823729515075684, 3.1760928630828857, 2.5123610496520996, 1.4701220989227295, 0.6451659798622131, 0.17349344491958618]",3.5183200441952853
130,<function relu at 0x0000000008C7E400>,1000,3.5264043453223546,1000,0.001,"[0.8930549025535583, 1.5297034978866577, 1.259381890296936, 1.33318293094635, 2.727303981781006, 2.3249075412750244, -0.012632705271244049, -0.5981534719467163, -2.694758176803589, -4.316251277923584, -3.3804099559783936, -1.9235504865646362, -2.6174051761627197, -4.4787397384643555]",3.5264043453223546
55,<function elu at 0x0000000008C856A8>,500,3.528759852080924,1000,0.001,"[1.3080775737762451, 1.8024919033050537, 1.4131829738616943, 2.0019469261169434, 3.210409164428711, 1.0632879734039307, -2.208643674850464, -1.9620139598846436, -2.7330825328826904, -1.8225338459014893, -1.8392579555511475, -2.7615749835968018, -0.9819669723510742, -1.682227373123169]",3.528759852080924
50,<function elu at 0x0000000008C856A8>,500,3.5403177559986925,1000,0.0001,"[0.6562603712081909, 1.3340871334075928, 1.5749881267547607, 1.479403018951416, 0.8124704360961914, 1.3726179599761963, 2.812839984893799, 2.7914443016052246, 2.4295737743377686, -0.20813284814357758, -1.4537723064422607, -1.726182460784912, -1.5775270462036133, -2.7123095989227295]",3.5403177559986925
72,<function relu at 0x0000000008C7E400>,500,3.5582378668961465,100,0.0001,"[0.49415725469589233, 1.2560781240463257, 1.8697302341461182, 2.3959221839904785, 2.3053274154663086, 1.8904814720153809, 1.2964407205581665, 1.1892704963684082, 1.2345882654190063, 0.8566878437995911, 0.7773784399032593, 0.7474232316017151, 0.797480046749115, 0.11826788634061813]",3.5582378668961465
