fecha,prediccion,real,precios
21-12-2018,0.8080786267916361,0.17724782468578704,124.34
24-12-2018,0.9046821395556132,2.1043366938710157,127.61
26-12-2018,0.6982077956199646,-1.2588943623426379,126.28
27-12-2018,2.363113284111023,3.9195171026156976,129.12
28-12-2018,1.5309600432713826,3.24324324324324,127.97
31-12-2018,1.690531571706136,0.6380602966980471,126.18
02-01-2019,0.25062360366185504,0.17759246390241543,129.74
03-01-2019,0.853907068570455,,
04-01-2019,0.25996629397074383,,
07-01-2019,1.6414218942324321,,
08-01-2019,-0.7270121773084005,,
09-01-2019,-0.8882641891638438,,
10-01-2019,-0.4085578719774882,,
11-01-2019,-1.5374174912770588,,
