fecha,prediccion,real,precios
28-12-2018,0.7325036327044169,3.24324324324324,127.97
31-12-2018,1.1795186797777812,0.6380602966980471,126.18
02-01-2019,1.5013837814331055,0.17759246390241543,129.74
03-01-2019,3.2204082012176514,4.029274569728157,129.35
04-01-2019,2.9900508721669516,1.8885667267455613,130.02
07-01-2019,5.708526134490967,5.487804878048786,133.21
08-01-2019,4.70155914624532,4.073729863692682,134.38
09-01-2019,3.2977800766626992,,
10-01-2019,3.170901204148928,,
11-01-2019,2.926776180664698,,
14-01-2019,2.2123043537139893,,
15-01-2019,1.7089591821034749,,
16-01-2019,2.3336913784344993,,
17-01-2019,2.553619086742401,,
