fecha,tasa,precios
07-11-2018,4.65968586387433,39.98
08-11-2018,5.851648351648359,38.53
09-11-2018,7.310636051728678,40.66
12-11-2018,3.232588699080168,39.28
13-11-2018,-1.9121447028423824,37.96
14-11-2018,-5.5942317255096965,37.97
15-11-2018,-5.150433452320235,37.2
16-11-2018,-2.9264632316157946,38.81
20-11-2018,0.9602906825849921,38.9
21-11-2018,-4.992621741269046,38.63
22-11-2018,-2.9531568228106,38.12
23-11-2018,-1.1854583772392067,37.51
26-11-2018,-3.1077166183829332,36.79
27-11-2018,4.086021505376333,38.72
