fecha,tasa,precios
09-10-2018,-3.4327236281633615,38.54
10-10-2018,-3.9889613647767095,38.27
11-10-2018,-1.1014344262295075,38.61
12-10-2018,-3.786707882534773,37.35
15-10-2018,-3.138780804150438,37.34
16-10-2018,0.07855459544383644,38.22
17-10-2018,-1.6705820934481872,37.67
18-10-2018,-2.802283341982352,37.46
19-10-2018,-3.8933890776064852,36.78
22-10-2018,-4.739704739704735,36.78
23-10-2018,-0.34805890227577657,37.22
24-10-2018,-2.5709694697375487,36.38
25-10-2018,0.20931449502877628,38.3
26-10-2018,1.4069551367135682,38.2
