fecha,tasa,precios
05-09-2018,-4.172724629252697,65.91
06-09-2018,-4.5342604664638495,65.9
07-09-2018,-3.0948610911184766,67.32
10-09-2018,-0.47393364928908943,67.2
11-09-2018,-2.9532765207170217,66.05
12-09-2018,-3.072584236306972,65.3
13-09-2018,-1.0501050105010543,65.96
14-09-2018,1.4110150204824865,66.84
17-09-2018,-0.31866464339910155,65.69
18-09-2018,-2.9263220439691016,65.35
19-09-2018,-1.5624999999999958,66.15
20-09-2018,-1.2414837244511632,65.23
21-09-2018,-0.995405819295546,64.65
24-09-2018,-2.2741055184960586,64.46
