fecha,tasa,precios
21-09-2018,-0.995405819295546,64.65
24-09-2018,-2.2741055184960586,64.46
25-09-2018,-2.4087372830640326,65.23
26-09-2018,-0.35012939564622314,65.46
27-09-2018,-0.413159908186681,65.08
28-09-2018,-3.749055177626612,63.67
01-10-2018,-1.548367315652315,64.22
02-10-2018,-2.8924980665119944,62.78
03-10-2018,-2.1408625504188574,63.08
04-10-2018,-3.5566457151617463,62.91
05-10-2018,-7.256339749465313,60.71
08-10-2018,-6.207744314689611,61.04
09-10-2018,-5.120150777446215,60.41
10-10-2018,-7.1161631890376835,59.65
