fecha,tasa,precios
11-10-2018,-5.87766804714877,59.09
12-10-2018,-6.0558021559923905,59.26
15-10-2018,-5.97679224288666,59.15
16-10-2018,-3.0143304233239965,58.88
17-10-2018,-1.8512450851900435,59.91
18-10-2018,-3.856977321635488,58.08
19-10-2018,-2.8834870075440047,57.93
22-10-2018,-5.280081232018961,55.97
23-10-2018,-2.3962200472494004,57.84
24-10-2018,-2.6542688081149626,57.58
25-10-2018,-2.428668478260869,57.45
26-10-2018,-6.175930562510425,56.21
29-10-2018,-5.5096418732782295,54.88
30-10-2018,-9.64957707578111,52.34
