fecha,prediccion,real,precios
10-10-2018,0.09374380111694336,-7.1161631890376835,59.65
11-10-2018,-1.4808543523152669,-5.87766804714877,59.09
12-10-2018,-2.4203975200653076,-6.0558021559923905,59.26
15-10-2018,-1.758389155069987,-5.97679224288666,59.15
16-10-2018,-2.511315186818441,-3.0143304233239965,58.88
17-10-2018,-2.503415822982788,-1.8512450851900435,59.91
18-10-2018,-4.335182507832845,-3.856977321635488,58.08
19-10-2018,-5.65485143661499,,
22-10-2018,-4.985025723775228,,
23-10-2018,-3.3178782959779105,,
24-10-2018,-4.164040764172872,,
25-10-2018,-5.392216444015503,,
26-10-2018,-4.641570806503296,,
29-10-2018,-3.740729808807373,,
