fecha,prediccion,real,precios
04-12-2018,0.6562999387582144,2.745934417488673,38.54
05-12-2018,1.0290775299072266,5.925523240010872,38.97
06-12-2018,0.6302830477555593,0.5165289256198421,38.92
07-12-2018,-0.4914885361989339,-1.7879627297909868,39.0
10-12-2018,-1.4425381819407146,-2.600650162540633,38.95
11-12-2018,-0.5282048980394999,-1.1025641025641018,38.57
13-12-2018,-0.83346555630366,-1.5616999487967214,38.45
14-12-2018,-0.8644553025563558,,
17-12-2018,-1.5240888992945354,,
18-12-2018,-2.1467552185058594,,
19-12-2018,0.5406879981358846,,
20-12-2018,-0.8079291184743246,,
21-12-2018,-2.3133633136749268,,
24-12-2018,-2.689369519551595,,
