fecha,tasa,precios
06-09-2018,-2.4919312467162,129.91
07-09-2018,-0.6493010465205059,130.06
10-09-2018,-1.2693284098776871,128.34
11-09-2018,0.0,130.86
12-09-2018,2.640749632153641,132.54
13-09-2018,6.163840912692126,134.0
14-09-2018,2.6335995085994917,133.67
17-09-2018,2.3939650527288228,133.02
18-09-2018,2.7987082884822283,133.7
19-09-2018,2.1115786192925103,131.05
20-09-2018,-0.710683172856493,129.93
21-09-2018,-1.9918515165233035,129.9
24-09-2018,-1.6865671641790978,131.74
25-09-2018,-0.007481110196746395,133.66
