fecha,tasa,precios
13-12-2018,-4.98338870431894,20.02
14-12-2018,-5.204819277108426,19.67
17-12-2018,-6.497849976110843,19.57
18-12-2018,-6.339370829361305,19.65
19-12-2018,-5.053449951409132,19.54
20-12-2018,-2.0080321285140665,19.52
21-12-2018,-3.1111111111111063,19.62
24-12-2018,-1.5984015984015998,19.7
26-12-2018,2.389425521098113,20.14
27-12-2018,2.2483392948390457,20.01
28-12-2018,3.664122137404593,20.37
31-12-2018,4.247697031729794,20.37
02-01-2019,7.172131147540996,20.92
03-01-2019,6.982670744138621,20.99
