fecha,prediccion,real,precios
24-10-2018,1.2182528972625732,3.0165377244658957,145.14
25-10-2018,1.0878462394078572,3.369065849923433,148.5
26-10-2018,0.4369601011276245,1.5023408566836538,145.26
29-10-2018,-2.3693235317866006,0.14110342881331214,141.94
30-10-2018,-4.491132577260335,-5.226940988392306,136.35
31-10-2018,-7.621574242909749,-11.677530017152664,128.73
01-11-2018,-12.518574714660645,-13.148443735035919,130.59
05-11-2018,-5.693709850311279,,
06-11-2018,-3.537426710128784,,
07-11-2018,2.361292044321696,,
08-11-2018,1.9203412135442097,,
09-11-2018,3.313427448272705,,
12-11-2018,10.323857227961222,,
13-11-2018,-9.455462455749512,,
