fecha,prediccion,real,precios
24-09-2018,-0.2624782969554265,-0.943396226415091,21.0
25-09-2018,0.11661978562672932,0.0,21.0
26-09-2018,0.07440807422002156,0.047641734159130845,21.0
27-09-2018,0.339968999226888,0.9047619047619109,21.19
28-09-2018,-0.1416242209573587,0.3795066413662327,21.16
01-10-2018,0.2204085737466812,0.9047619047619109,21.19
02-10-2018,-0.2655181686083476,0.09442870632672132,21.2
03-10-2018,0.6044634977976481,,
04-10-2018,0.4120369553565979,,
05-10-2018,0.8458278576532999,,
08-10-2018,-0.2880019595225652,,
09-10-2018,-0.21315194418032965,,
10-10-2018,-1.2524028023084004,,
11-10-2018,-1.5436435739199321,,
