index,activation,epochs,error,hidden,learning_rate,prediction,random_seed
75,<function relu at 0x0000000008CAE400>,1000,2.631194342462076,100,0.0001,"[0.020685570314526558, 0.30574554204940796, 1.0502538681030273, 0.7327178120613098, -0.3268307149410248, -1.1131713390350342, -0.8772973418235779, 0.6822730898857117, -0.09706740081310272, -1.611903190612793, -2.856574773788452, -3.9521443843841553, -3.849392890930176, -3.911473274230957]",2.631194342462076
72,<function relu at 0x0000000008CAE400>,500,2.6373079928008143,100,0.0001,"[0.07398369163274765, 0.29272907972335815, 0.8850501179695129, 0.7518523335456848, -0.08127659559249878, -0.8759361505508423, -0.5838255882263184, 0.4537992477416992, -0.38795554637908936, -1.3357162475585938, -1.6073904037475586, -1.4856278896331787, -1.3052164316177368, -1.6082204580307007]",2.6373079928008143
97,<function relu at 0x0000000008CAE400>,500,2.7341445835048526,500,0.0001,"[0.0740046352148056, 0.23392385244369507, 0.7310081124305725, 0.5389980673789978, -0.4261937439441681, -1.0777015686035156, -1.3139289617538452, -0.6219184994697571, -0.9624248147010803, -1.4732208251953125, -2.1193509101867676, -2.9430317878723145, -3.2889199256896973, -3.3395957946777344]",2.7341445835048526
74,<function relu at 0x0000000008CAE400>,500,2.742344384141389,100,0.0001,"[0.07153227180242538, 0.28789788484573364, 0.6518017053604126, 0.6451758146286011, -0.10662625730037689, -0.7360042333602905, -0.293278306722641, 0.5501515865325928, 0.22684945166110992, -0.7710089683532715, -0.904300332069397, -0.9469447731971741, -0.9383003115653992, -1.1056309938430786]",2.742344384141389
76,<function relu at 0x0000000008CAE400>,1000,2.768163473942043,100,0.0001,"[0.11252157390117645, 0.2489864081144333, 0.6552940011024475, 0.5934575200080872, -0.45449307560920715, -1.1180431842803955, -0.8860694169998169, -0.4952198565006256, -1.2289273738861084, -2.187317132949829, -2.3517985343933105, -2.775916576385498, -2.7272651195526123, -2.7924230098724365]",2.768163473942043
100,<function relu at 0x0000000008CAE400>,1000,2.797034641810181,500,0.0001,"[0.10127156227827072, 0.2859192192554474, 0.784666121006012, 0.4063020944595337, -0.7534107565879822, -1.4699440002441406, -1.7533339262008667, -1.114058256149292, -1.8246994018554688, -2.7771313190460205, -4.166440010070801, -5.9803924560546875, -6.403697967529297, -6.143011093139648]",2.797034641810181
77,<function relu at 0x0000000008CAE400>,1000,2.8091607894159947,100,0.0001,"[0.04037107154726982, 0.3531373143196106, 0.6411415338516235, 0.5653502345085144, -0.3278273940086365, -0.9690280556678772, -0.1275477260351181, 0.6531578302383423, -0.4109903573989868, -2.5442800521850586, -3.393960475921631, -4.299318313598633, -4.769461631774902, -4.91827392578125]",2.8091607894159947
98,<function relu at 0x0000000008CAE400>,500,2.814320976682874,500,0.0001,"[0.07383321970701218, 0.20616933703422546, 0.7131896018981934, 0.4730472266674042, -0.6042871475219727, -1.3304156064987183, -0.926506757736206, -0.16640055179595947, -0.3942980468273163, -0.521543562412262, -0.19832590222358704, -0.8427411913871765, -1.242969274520874, -2.30088210105896]",2.814320976682874
73,<function relu at 0x0000000008CAE400>,500,2.8177235721900127,100,0.0001,"[0.08369414508342743, 0.14178285002708435, 0.39391565322875977, 0.5854262709617615, -0.14979439973831177, -0.7134666442871094, -0.4829111397266388, 0.031247854232788086, -0.24424642324447632, -1.0409862995147705, -1.2457338571548462, -1.373702883720398, -1.1003749370574951, -1.069252848625183]",2.8177235721900127
96,<function relu at 0x0000000008CAE400>,500,2.838004836708466,500,0.0001,"[0.07143855094909668, 0.16720089316368103, 0.7308351397514343, 0.5216543078422546, -0.6844281554222107, -1.2334390878677368, -0.7218976616859436, 0.22807464003562927, -0.4414750337600708, -1.1265053749084473, -1.0810234546661377, -1.7436310052871704, -1.7499351501464844, -2.0353550910949707]",2.838004836708466
