fecha,prediccion,real,precios
26-09-2018,0.1551239142815272,0.047641734159130845,21.0
27-09-2018,0.25293729702631634,0.9047619047619109,21.19
28-09-2018,0.33290832738081616,0.3795066413662327,21.16
01-10-2018,0.4690731267134349,0.9047619047619109,21.19
02-10-2018,-0.09683801730473836,0.09442870632672132,21.2
03-10-2018,0.8514687816301981,0.9047619047619109,21.19
04-10-2018,0.17523784935474396,0.47619047619048294,21.1
05-10-2018,0.6236788233121237,,
08-10-2018,-0.18948328495025635,,
09-10-2018,0.016180624564488728,,
10-10-2018,0.20039369662602743,,
11-10-2018,0.18815245727698007,,
12-10-2018,0.376156210899353,,
15-10-2018,0.25974149505297345,,
