fecha,prediccion,real,precios
11-10-2018,0.28720306356747943,-3.690186536901866,47.5
12-10-2018,-0.348061740398407,-3.2277834525025644,47.37
15-10-2018,-0.17146271094679832,-1.9535266296524836,47.68
16-10-2018,-0.6355848473807176,0.16663195167674527,48.09
17-10-2018,-0.7037787487109503,-0.35416666666667024,47.83
18-10-2018,-1.8498029510180156,-2.9946303180503984,46.97
19-10-2018,0.6259486079216003,-1.539421676721452,47.33
22-10-2018,-0.7649528582890829,,
23-10-2018,2.5771578351656594,,
24-10-2018,0.8168298403422037,,
25-10-2018,-1.6025941769282024,,
26-10-2018,-2.3537359635035195,,
29-10-2018,-5.066907465457916,,
30-10-2018,-4.690298393368721,,
