fecha,prediccion,real,precios
29-11-2018,0.4084840516249339,-7.159005275056513,24.64
30-11-2018,0.24068153897921243,-7.9895949461166795,24.76
03-12-2018,-0.23130962252616882,-7.1831515607371195,24.68
04-12-2018,-2.158322830994924,-5.904761904761907,24.7
05-12-2018,-2.1653236746788025,-3.8756715272448123,25.05
06-12-2018,-0.4876636564731598,-0.03995205753096909,25.02
07-12-2018,1.5530679027239482,2.4478330658105913,25.53
10-12-2018,2.109752436478933,,
11-12-2018,2.4578026831150055,,
13-12-2018,3.790559192498525,,
14-12-2018,4.9425856073697405,,
17-12-2018,5.084705164035161,,
18-12-2018,4.501369436581929,,
19-12-2018,2.8600576718648276,,
