fecha,prediccion,real,precios
14-12-2018,-0.1317677249511083,-3.2388663967611366,23.9
17-12-2018,-0.3584114909172058,-5.189620758483036,23.75
18-12-2018,-3.3624870777130127,-5.435651478816944,23.66
19-12-2018,-4.44060206413269,-7.363885624755199,23.65
20-12-2018,-2.0727758010228476,-3.688524590163929,23.5
21-12-2018,-0.5845202008883158,-1.5919564306661187,23.49
24-12-2018,-3.7311732371648154,-3.0429345560650143,23.26
26-12-2018,-5.097921530405681,,
27-12-2018,-10.392868836720785,,
28-12-2018,-4.772194315989812,,
31-12-2018,-5.17130430539449,,
02-01-2019,-7.4632547696431475,,
03-01-2019,-8.13667917251587,,
04-01-2019,-6.45468024412791,,
