fecha,prediccion,real,precios
19-12-2018,-0.9134726921717325,-7.363885624755199,23.65
20-12-2018,-0.7977312207221985,-3.688524590163929,23.5
21-12-2018,-0.5276678999265035,-1.5919564306661187,23.49
24-12-2018,-1.0201042294502258,-3.0429345560650143,23.26
26-12-2018,-0.6766975224018097,-0.9623430962342966,23.67
27-12-2018,-0.6477366983890533,1.010526315789467,23.99
28-12-2018,0.2710428635279338,1.4370245139475903,24.0
31-12-2018,2.173930048942566,,
02-01-2019,0.1568379600842794,,
03-01-2019,0.26334991057713825,,
04-01-2019,0.3304492235183716,,
07-01-2019,-1.1998717387517293,,
08-01-2019,-2.481776704390844,,
09-01-2019,-3.837942749261856,,
