fecha,prediccion,real,precios
10-10-2018,-1.0005435546239216,-8.403361344537817,19.62
11-10-2018,-1.761200984319051,-8.52038479157123,19.97
12-10-2018,-1.193986137708028,-2.8752436647173485,19.93
15-10-2018,-2.258866548538208,-4.805825242718456,19.61
16-10-2018,-1.6314234137535095,-3.694701020904237,19.81
17-10-2018,-0.9303848644097646,-1.6806722689075624,19.89
18-10-2018,0.14347227414449057,-2.674591381872227,19.65
19-10-2018,2.897518793741862,,
22-10-2018,5.495127518971761,,
23-10-2018,2.2593630154927573,,
24-10-2018,0.9910934766133627,,
25-10-2018,-2.69732658068339,,
26-10-2018,-8.97791862487793,,
29-10-2018,-12.607906341552734,,
