fecha,tasa,precios
20-11-2018,-4.352967260365099,129.42
21-11-2018,-7.30465579576478,125.63
22-11-2018,-3.2365901838626385,127.36
23-11-2018,-2.9746487716819656,123.62
26-11-2018,-13.683391676390523,110.96
27-11-2018,-7.240704500978474,118.5
28-11-2018,-6.934833852938934,122.39
29-11-2018,-4.3501777159635155,123.79
30-11-2018,-3.4466289898909483,121.3
03-12-2018,-4.89164572864322,121.13
04-12-2018,-1.8200938359488754,121.37
05-12-2018,10.508291276135555,122.62
06-12-2018,3.8059071729957847,123.01
07-12-2018,1.054007680366048,123.68
