fecha,tasa,precios
07-11-2018,-1.6040203772545671,142.93
08-11-2018,-4.670987741299137,135.31
09-11-2018,-0.667400073340665,135.44
12-11-2018,2.2450089334265635,131.62
13-11-2018,-2.4351022283482706,127.41
14-11-2018,-5.512679162072767,128.55
15-11-2018,-7.219115404168783,127.75
16-11-2018,-7.989925138179539,131.51
20-11-2018,-4.352967260365099,129.42
21-11-2018,-7.2430596574128785,125.63
22-11-2018,-2.757939522868872,127.99
23-11-2018,-2.9746487716819656,123.62
26-11-2018,-13.683391676390523,110.96
27-11-2018,-7.240704500978474,118.5
