fecha,tasa,precios
15-10-2018,-0.47393364928910625,21.0
16-10-2018,1.6478342749529258,21.59
17-10-2018,7.840375586854452,22.97
18-10-2018,5.542508219821511,22.47
19-10-2018,4.744011272898081,22.3
22-10-2018,3.9252336448598126,22.24
23-10-2018,3.1177291763611064,22.16
