fecha,tasa,precios
10-10-2018,-1.7716535433070837,14.97
11-10-2018,-2.70448548812665,14.75
12-10-2018,-0.9536784741144453,14.54
15-10-2018,-0.8157715839564988,14.59
16-10-2018,1.919122686771757,14.87
17-10-2018,-5.820105820105814,14.24
18-10-2018,-6.133333333333334,14.08
19-10-2018,-4.342017368069474,14.32
22-10-2018,-4.135593220338979,14.14
23-10-2018,-3.3012379642365794,14.06
24-10-2018,-5.483207676490752,13.79
25-10-2018,-4.841963685272353,14.15
26-10-2018,-1.1938202247191005,14.07
29-10-2018,-1.2784090909090888,13.9
