fecha,tasa,precios
09-11-2018,2.6056338028169086,14.57
12-11-2018,-3.1271244051665588,14.25
13-11-2018,-9.921671018276758,13.8
14-11-2018,-12.017994858611832,13.69
15-11-2018,-11.753118844386085,13.44
16-11-2018,-11.924821775761504,13.59
20-11-2018,-8.202323991797684,13.43
21-11-2018,-7.755662319835284,13.44
22-11-2018,-5.824561403508772,13.42
23-11-2018,-4.927536231884068,13.12
26-11-2018,-8.181154127100067,12.57
27-11-2018,-5.505952380952383,12.7
28-11-2018,-2.575423105224427,13.24
29-11-2018,4.020848845867468,13.97
