fecha,tasa,precios
26-11-2018,-8.181154127100067,12.57
27-11-2018,-5.505952380952383,12.7
28-11-2018,-2.575423105224427,13.24
29-11-2018,4.020848845867468,13.97
30-11-2018,1.7857142857142874,13.68
03-12-2018,2.682563338301039,13.78
04-12-2018,5.945121951219521,13.9
05-12-2018,10.739856801909305,13.92
06-12-2018,10.708661417322844,14.06
07-12-2018,5.664652567975831,13.99
10-12-2018,-0.1431639226914914,13.95
11-12-2018,1.2426900584795317,13.85
13-12-2018,4.281567489114658,14.37
14-12-2018,3.381294964028769,14.37
