fecha,tasa,precios
19-10-2018,-4.342017368069474,14.32
22-10-2018,-4.135593220338979,14.14
23-10-2018,-3.3012379642365794,14.06
24-10-2018,-5.483207676490752,13.79
25-10-2018,-4.841963685272353,14.15
26-10-2018,-1.1938202247191005,14.07
29-10-2018,-1.2784090909090888,13.9
30-10-2018,-0.8379888268156493,14.2
31-10-2018,4.031117397454033,14.71
01-11-2018,8.961593172119485,15.32
05-11-2018,12.835387962291527,15.56
06-11-2018,7.6325088339222615,15.23
07-11-2018,9.665955934612647,15.43
08-11-2018,5.251798561151082,14.63
