index,activation,epochs,error,hidden,learning_rate,prediction,random_seed
10,<function elu at 0x0000000008CF66A8>,1000,1.6383099068900617,100,0.001,"[0.5643317699432373, 0.6808153986930847, 0.6145548820495605, 1.2094311714172363, 0.9114758968353271, 0.600398063659668, 0.07989382743835449, 1.3417119979858398, 2.450847864151001, 1.3112492561340332, 1.2017929553985596, 1.2681822776794434, 3.000117301940918, 5.990777015686035]",1.6383099068900617
11,<function elu at 0x0000000008CF66A8>,1000,1.6696186977076855,100,0.001,"[0.7779603600502014, 0.4935073256492615, 0.3000977635383606, 0.6013080477714539, 0.8044523596763611, 0.3195454478263855, 0.2767936587333679, 0.1041448563337326, -0.6041918396949768, -2.0829460620880127, -2.4184937477111816, -2.832779884338379, -0.6285319924354553, 0.1552681177854538]",1.6696186977076855
73,<function relu at 0x0000000008CFE400>,500,1.670660561453936,100,0.0001,"[0.24726535379886627, 0.6219200491905212, 0.5326477885246277, 0.40810805559158325, 0.335589200258255, -0.03198772668838501, 0.1588066667318344, 1.1565768718719482, 1.3204424381256104, 1.1091057062149048, 0.6142609715461731, 0.9054067730903625, 1.5049614906311035, 1.6882061958312988]",1.670660561453936
22,<function elu at 0x0000000008CF66A8>,1000,1.684018270210929,100,0.0005,"[0.6807515621185303, 0.6690564751625061, 0.5400600433349609, 0.6727721691131592, 0.5918697118759155, 0.44267693161964417, -0.49561700224876404, -1.232599139213562, -1.763134241104126, -1.7966469526290894, -2.6868813037872314, -1.4991506338119507, 0.31903818249702454, 0.20163239538669586]",1.684018270210929
9,<function elu at 0x0000000008CF66A8>,1000,1.7103135347840321,100,0.001,"[0.6269963979721069, 0.4356706142425537, 0.7234106063842773, 0.7415189743041992, 0.6310036182403564, 0.8601112365722656, 0.2327507585287094, -1.007725715637207, -1.964199185371399, -1.8020926713943481, -2.3460590839385986, -0.6240644454956055, -1.6387097835540771, -5.43469762802124]",1.7103135347840321
46,<function elu at 0x0000000008CF66A8>,1000,1.7321247159720399,500,0.0005,"[0.48831313848495483, 0.4675467014312744, 0.5706833004951477, 0.8932685256004333, -0.09609109163284302, -0.12499910593032837, 0.3993334174156189, -1.3162522315979004, -2.1452159881591797, -4.662417888641357, -4.9971022605896, -6.688243865966797, -4.796283721923828, -1.2115778923034668]",1.7321247159720399
21,<function elu at 0x0000000008CF66A8>,1000,1.7343818921085212,100,0.0005,"[0.7181253433227539, 0.4839073121547699, 0.3472425639629364, 0.6297216415405273, 0.9929707050323486, 1.0072135925292969, 0.6843616962432861, 0.469619482755661, -1.362404465675354, -2.48681902885437, -4.488373279571533, -3.4166688919067383, -2.1141583919525146, -1.398701786994934]",1.7343818921085212
80,<function relu at 0x0000000008CFE400>,500,1.7361651471412483,100,0.001,"[0.5885976552963257, 0.7196567058563232, 0.5032200813293457, 0.40698930621147156, 0.25430455803871155, -0.5590856075286865, -0.4243236184120178, -0.3248646557331085, -0.41719648241996765, -2.0030951499938965, -3.981004238128662, -4.371013164520264, -4.3899431228637695, -4.579876899719238]",1.7361651471412483
7,<function elu at 0x0000000008CF66A8>,500,1.7425937188420377,100,0.001,"[0.5994383096694946, 0.7282676100730896, 0.5250394344329834, 0.8627601861953735, 1.0405058860778809, 1.021470546722412, 0.5648170709609985, 1.3415181636810303, 2.1874561309814453, 1.6877412796020508, 0.6915892362594604, 0.45261767506599426, 1.652636170387268, 2.552502155303955]",1.7425937188420377
6,<function elu at 0x0000000008CF66A8>,500,1.7434170755796299,100,0.001,"[0.7354155778884888, 0.4202014207839966, 0.49828916788101196, 0.594271183013916, 0.8672375679016113, 0.9275509119033813, 0.643269956111908, -0.7249261736869812, -1.7915635108947754, -2.0380454063415527, -2.994802713394165, -2.8870601654052734, -2.7301154136657715, -5.0091471672058105]",1.7434170755796299
123,<function relu at 0x0000000008CFE400>,1000,1.743700296149322,1000,0.0001,"[0.5204151272773743, 0.9773017764091492, 0.791294515132904, 0.7748217582702637, 0.6795163750648499, 0.020737241953611374, -0.0482967384159565, -0.09559401124715805, -0.729587972164154, -1.8696558475494385, -3.836432695388794, -5.02112340927124, -4.730037212371826, -4.35064697265625]",1.743700296149322
92,<function relu at 0x0000000008CFE400>,500,1.7452073605646332,100,0.0005,"[0.6921992897987366, 0.6834251284599304, 0.6962653994560242, 0.7147042155265808, 0.9076042771339417, 0.11223383992910385, 0.6010417342185974, 0.5377593636512756, 0.09459789842367172, -1.1514911651611328, -2.668721914291382, -2.937415361404419, -3.678391218185425, -3.7225892543792725]",1.7452073605646332
45,<function elu at 0x0000000008CF66A8>,1000,1.7608677215364763,500,0.0005,"[0.6522675156593323, 0.4453616142272949, 0.8355280160903931, 0.7859162092208862, 0.5227190256118774, 0.8297849893569946, 0.4471348226070404, -1.199500560760498, -1.0148824453353882, -1.7534524202346802, -1.5975373983383179, -0.8482135534286499, -1.2326761484146118, 0.5402306318283081]",1.7608677215364763
0,<function elu at 0x0000000008CF66A8>,500,1.7659701666590084,100,0.0001,"[0.4419330954551697, 0.5992459654808044, 0.36841535568237305, 0.05884278565645218, 0.44628798961639404, 0.10400629788637161, 0.6095246076583862, 0.7795339822769165, 0.7009841203689575, 0.11893091350793839, -0.8117038011550903, -1.2051799297332764, -1.066683292388916, -0.4889897108078003]",1.7659701666590084
120,<function relu at 0x0000000008CFE400>,500,1.7663441806876257,1000,0.0001,"[0.45711010694503784, 0.8578885197639465, 0.6468474864959717, 0.5922700762748718, 0.6659613847732544, 0.34640786051750183, 0.538133442401886, 0.8901244401931763, 0.7795976996421814, 0.05362068489193916, -1.8810791969299316, -3.4183082580566406, -3.8383629322052, -3.9933021068573]",1.7663441806876257
76,<function relu at 0x0000000008CFE400>,1000,1.766476313403847,100,0.0001,"[0.41518980264663696, 0.7385397553443909, 0.5138521194458008, 0.30681678652763367, 0.30710211396217346, 0.003625360317528248, 0.40176448225975037, 1.5271971225738525, 1.7467131614685059, 1.3637793064117432, 0.5318372845649719, 0.14026466012001038, -0.2992580831050873, -1.1072086095809937]",1.766476313403847
72,<function relu at 0x0000000008CFE400>,500,1.7678238371847241,100,0.0001,"[0.43300557136535645, 0.7781599760055542, 0.5634024739265442, 0.10586398094892502, 0.4027314782142639, 0.03448348492383957, 0.06301253288984299, 1.0172398090362549, 1.316970944404602, 1.640487551689148, 1.7268587350845337, 1.8644551038742065, 2.6437673568725586, 2.825096845626831]",1.7678238371847241
124,<function relu at 0x0000000008CFE400>,1000,1.7763862546211282,1000,0.0001,"[0.4884401857852936, 0.9876539707183838, 0.918163001537323, 0.9350419640541077, 0.7797234058380127, 0.29018715023994446, 0.3560734987258911, 0.44779595732688904, -0.7699156403541565, -2.545416831970215, -3.901914596557617, -4.049339771270752, -2.258075714111328, -0.28406843543052673]",1.7763862546211282
18,<function elu at 0x0000000008CF66A8>,500,1.7789983857012857,100,0.0005,"[0.7204294204711914, 0.5947990417480469, 0.19196666777133942, 0.25766491889953613, 0.8068215847015381, 0.6248953342437744, 0.7491858005523682, 1.12203848361969, -0.12297659367322922, -0.5321850776672363, -1.4240598678588867, -1.5068743228912354, -0.7102617025375366, -0.7503237128257751]",1.7789983857012857
95,<function relu at 0x0000000008CFE400>,1000,1.782986978084433,100,0.0005,"[0.7108872532844543, 0.7879698872566223, 0.7644841074943542, 0.7358200550079346, 0.9197602868080139, 0.0706557184457779, 0.6472919583320618, 0.4048251211643219, -0.614589273929596, -2.4924254417419434, -4.994783878326416, -5.888092041015625, -6.087367057800293, -5.258901596069336]",1.782986978084433
99,<function relu at 0x0000000008CFE400>,1000,1.7836579189519497,500,0.0001,"[0.4490870237350464, 0.8480336666107178, 0.7401302456855774, 0.78313809633255, 0.7516024708747864, 0.47871264815330505, 0.7743428349494934, 1.430161476135254, 0.9361914992332458, 0.3937898278236389, -1.4109773635864258, -2.557839870452881, -1.9887733459472656, -1.3035414218902588]",1.7836579189519497
101,<function relu at 0x0000000008CFE400>,1000,1.7887100900108883,500,0.0001,"[0.4603078365325928, 0.8275530338287354, 0.7891710996627808, 0.6782619953155518, 0.6582739353179932, 0.2952505350112915, 0.7021190524101257, 1.3941377401351929, 1.5352928638458252, 1.4318135976791382, -0.49106454849243164, -2.200779438018799, -2.8267760276794434, -3.795194149017334]",1.7887100900108883
71,<function elu at 0x0000000008CF66A8>,1000,1.7933477742779274,1000,0.0005,"[0.6315514445304871, 0.5266128182411194, 1.2056524753570557, 0.5745158195495605, 0.12766532599925995, 0.005997943691909313, -0.6301093697547913, -0.6417614221572876, 0.07916443049907684, -1.5470423698425293, -1.2284293174743652, -0.8913517594337463, 2.3134281635284424, -1.1520861387252808]",1.7933477742779274
98,<function relu at 0x0000000008CFE400>,500,1.795412023436335,500,0.0001,"[0.38718080520629883, 0.7663223743438721, 0.7445603609085083, 0.5803835391998291, 0.591735303401947, 0.30453988909721375, 0.8739193677902222, 1.9270455837249756, 2.662721633911133, 3.0393002033233643, 1.8634350299835205, 0.6209514141082764, -0.031496547162532806, -1.5088969469070435]",1.795412023436335
74,<function relu at 0x0000000008CFE400>,500,1.797100459670763,100,0.0001,"[0.6174819469451904, 0.7384986281394958, 0.6840020418167114, 0.5100693106651306, 0.30123138427734375, 0.10075027495622635, 0.3122102916240692, 0.422885000705719, 0.8106498718261719, 0.8782907724380493, 0.8583904504776001, 1.2954633235931396, 1.592117428779602, 1.5733251571655273]",1.797100459670763
42,<function elu at 0x0000000008CF66A8>,500,1.797515934818941,500,0.0005,"[0.6524986624717712, 0.5917272567749023, 0.4069887101650238, 0.48136308789253235, 0.4460274279117584, 0.3804042637348175, 0.8445858359336853, 0.8540525436401367, 0.8475305438041687, -1.0320948362350464, -2.9984004497528076, -2.8770694732666016, -1.4209139347076416, 0.0741368979215622]",1.797515934818941
47,<function elu at 0x0000000008CF66A8>,1000,1.7979459179654154,500,0.0005,"[0.5841506719589233, 0.5104984045028687, 0.8026946187019348, 0.764367938041687, 0.2693331241607666, 0.5743321180343628, 0.6734346151351929, -0.49093353748321533, -1.7730249166488647, -2.962071657180786, -4.7034125328063965, -4.105042457580566, -3.529200553894043, -2.3337318897247314]",1.7979459179654154
96,<function relu at 0x0000000008CFE400>,500,1.8005731336449298,500,0.0001,"[0.44281989336013794, 0.8641151189804077, 0.7047192454338074, 0.6760686635971069, 0.7548283934593201, 0.5448771715164185, 0.820940375328064, 1.6359868049621582, 1.5807853937149048, 1.348161220550537, -0.28284013271331787, -1.859935998916626, -2.4486634731292725, -3.0306766033172607]",1.8005731336449298
122,<function relu at 0x0000000008CFE400>,500,1.8016312142867894,1000,0.0001,"[0.42891401052474976, 0.7719503045082092, 0.6739054322242737, 0.4510708153247833, 0.5605525374412537, 0.26067474484443665, 0.8067068457603455, 1.2665071487426758, 1.148815631866455, 0.3153189420700073, -0.9417367577552795, -1.173215389251709, -0.886284351348877, -0.8854874968528748]",1.8016312142867894
54,<function elu at 0x0000000008CF66A8>,500,1.8020484693548289,1000,0.001,"[0.7043746709823608, 0.5187814235687256, 1.0474239587783813, 0.7930470705032349, -0.048126090317964554, 0.18494285643100739, -0.35035574436187744, -1.1866484880447388, -0.5767048597335815, -3.2605936527252197, -1.565368413925171, -1.6871258020401, 0.7764378786087036, 0.44671452045440674]",1.8020484693548289
43,<function elu at 0x0000000008CF66A8>,500,1.803294625868106,500,0.0005,"[0.49868932366371155, 0.5198730826377869, 0.31434014439582825, 0.7041950821876526, 0.17610765993595123, 0.4038527309894562, 1.14317786693573, 1.117799162864685, -0.1441887468099594, -3.1265816688537598, -4.697659015655518, -5.019336223602295, -3.758788585662842, -3.1981520652770996]",1.803294625868106
68,<function elu at 0x0000000008CF66A8>,500,1.8059192170648737,1000,0.0005,"[0.6626972556114197, 0.7051592469215393, 0.5565257668495178, 0.8486940264701843, 0.7023350596427917, 1.19810152053833, 0.5753223299980164, -0.25962477922439575, 0.8514085412025452, -1.8186973333358765, -1.8242653608322144, -0.6599730849266052, 2.0944759845733643, 0.14102473855018616]",1.8059192170648737
133,<function relu at 0x0000000008CFE400>,500,1.8064771760991032,1000,0.005,"[0.4854332208633423, 0.39953023195266724, 0.8958691358566284, 0.6676381230354309, -0.314242959022522, -1.1719881296157837, -0.2647958993911743, 0.06366464495658875, -1.625623106956482, -5.497359752655029, -8.714719772338867, -7.977047920227051, -2.9715540409088135, 1.3585127592086792]",1.8064771760991032
125,<function relu at 0x0000000008CFE400>,1000,1.8070418710398,1000,0.0001,"[0.5269364714622498, 0.914734423160553, 0.931170642375946, 0.8392871022224426, 0.6590299606323242, 0.10093820095062256, 0.5839695334434509, 0.9176396727561951, 0.40227997303009033, -1.0795037746429443, -3.344574213027954, -4.243995666503906, -3.410050868988037, -2.684995412826538]",1.8070418710398
