fecha,tasa,precios
01-10-2018,0.4645526156332135,49.74
02-10-2018,0.12180267965895712,49.32
03-10-2018,-0.7904337251722751,48.95
04-10-2018,-2.014910336490026,48.63
05-10-2018,-3.0688471633353585,48.01
08-10-2018,-3.1085991118288234,48.0
09-10-2018,-2.0036429872495343,48.42
10-10-2018,-3.3574587856855684,48.07
11-10-2018,-3.690186536901866,47.5
12-10-2018,-3.2277834525025644,47.37
15-10-2018,-1.9535266296524836,47.68
16-10-2018,0.16663195167674527,48.09
17-10-2018,-0.35416666666667024,47.83
18-10-2018,-2.9946303180503984,46.97
