Security;AMXL MM Equity                                                   ;
Start Date;07/02/2001 0:00;
End Date;11/07/2018 0:00;
Period;D;
Currency;MXN;
;;
Date;PX_LAST;PX_VOLUME
10/06/2005;4,88;18204000
09/06/2005;4,9;33061200
08/06/2005;4,84;36118800
07/06/2005;4,82;61797000
06/06/2005;4,88;33868800
03/06/2005;4,9;24881400
02/06/2005;4,97;56611200
01/06/2005;4,93;52824000
31/05/2005;4,88;64948800
30/05/2005;4,95;5233800
27/05/2005;4,95;19030200
26/05/2005;4,93;35413200
25/05/2005;4,92;33082800
24/05/2005;4,91;33875400
23/05/2005;4,94;44064600
20/05/2005;4,88;47442000
19/05/2005;4,86;51956400
18/05/2005;4,84;146433600
17/05/2005;4,64;42024000
16/05/2005;4,6;18093600
13/05/2005;4,54;46315800
12/05/2005;4,59;105578400
11/05/2005;4,55;51052800
10/05/2005;4,48;55545600
09/05/2005;4,48;69021600
06/05/2005;4,57;48001800
05/05/2005;4,5;110271600
04/05/2005;4,55;99811200
03/05/2005;4,35;75447000
02/05/2005;4,4;40071000
29/04/2005;4,35;84295800
28/04/2005;4,43;69569400
27/04/2005;4,54;91946400
26/04/2005;4,65;105697800
25/04/2005;4,55;80198400
22/04/2005;4,32;65768400
21/04/2005;4,3;85230000
20/04/2005;4,23;92879400
19/04/2005;4,39;102805800
18/04/2005;4,27;68206200
15/04/2005;4,39;94776600
14/04/2005;4,48;50589600
13/04/2005;4,58;78452400
12/04/2005;4,61;43808400
11/04/2005;4,5;21821400
08/04/2005;4,56;47515200
07/04/2005;4,57;114597600
06/04/2005;4,4;75268800
05/04/2005;4,51;89509800
04/04/2005;4,57;67491000
01/04/2005;4,59;52821000
31/03/2005;4,55;67452600
30/03/2005;4,59;49144200
29/03/2005;4,52;56610600
28/03/2005;4,6;55998600
23/03/2005;4,53;97996200
22/03/2005;4,72;24452400
18/03/2005;4,77;50268600
17/03/2005;4,8;79291200
16/03/2005;4,7;101531400
15/03/2005;4,79;59122800
14/03/2005;4,8;60477600
11/03/2005;4,96;46331400
10/03/2005;4,86;95713200
09/03/2005;4,93;74848800
08/03/2005;4,96;77838000
07/03/2005;5,1;40528800
04/03/2005;5,05;54009600
03/03/2005;5,08;31390200
02/03/2005;5,06;60156600
01/03/2005;5,16;46959000
28/02/2005;5,13;50774400
25/02/2005;5,17;69145800
24/02/2005;5,07;85921800
23/02/2005;4,92;26912400
22/02/2005;4,91;47073600
21/02/2005;4,94;2398200
18/02/2005;4,9;54382200
17/02/2005;4,98;28002000
16/02/2005;5,02;44716800
15/02/2005;5,04;71795400
14/02/2005;4,91;32031000
11/02/2005;4,95;48417000
10/02/2005;4,95;61858200
09/02/2005;5,04;96193200
08/02/2005;4,93;60277800
07/02/2005;4,97;54189000
04/02/2005;4,94;97290000
03/02/2005;4,89;68164800
02/02/2005;4,83;51804000
01/02/2005;4,8;86880000
31/01/2005;4,68;86363400
28/01/2005;4,67;165838200
27/01/2005;4,56;136357800
26/01/2005;4,62;113299200
25/01/2005;4,5;59688600
24/01/2005;4,39;49919400
21/01/2005;4,4;93948000
20/01/2005;4,44;105063600
19/01/2005;4,61;132330600
18/01/2005;4,59;154939200
17/01/2005;4,52;29587800
14/01/2005;4,49;80350200
13/01/2005;4,35;113225400
12/01/2005;4,28;89853000
11/01/2005;4,24;108982200
10/01/2005;4,36;57816000
07/01/2005;4,41;77907600
06/01/2005;4,52;165636000
05/01/2005;4,49;102958200
04/01/2005;4,58;35911800
03/01/2005;4,75;28341600
31/12/2004;4,61;9278400
30/12/2004;4,64;11788800
29/12/2004;4,66;31613400
28/12/2004;4,62;8428200
27/12/2004;4,59;10913400
24/12/2004;4,59;1861800
23/12/2004;4,55;25068600
22/12/2004;4,55;31492800
21/12/2004;4,55;23715600
20/12/2004;4,49;36641400
17/12/2004;4,52;31907400
16/12/2004;4,44;46335000
15/12/2004;4,45;78810000
14/12/2004;4,46;92511000
13/12/2004;4,29;38022000
10/12/2004;4,26;38097600
09/12/2004;4,18;42477000
08/12/2004;4,23;49373400
07/12/2004;4,27;76790400
06/12/2004;4,27;42347400
03/12/2004;4,15;51495600
02/12/2004;4,1;93520200
01/12/2004;4,17;89313600
30/11/2004;4,13;146261400
29/11/2004;4,13;111261000
26/11/2004;4,02;63258000
25/11/2004;3,97;27782400
24/11/2004;3,92;92433000
23/11/2004;3,9;55555200
22/11/2004;3,92;53593200
19/11/2004;3,89;71049600
18/11/2004;4;64872000
17/11/2004;3,98;81790800
16/11/2004;3,98;60789000
15/11/2004;3,98;22777800
12/11/2004;4,01;43528200
11/11/2004;4,04;73012800
10/11/2004;3,98;80933400
09/11/2004;4;54168600
08/11/2004;3,97;51751800
05/11/2004;4,02;93843000
04/11/2004;4,12;120281400
03/11/2004;4,07;105337800
02/11/2004;3,97;85054800
01/11/2004;4,04;59263800
29/10/2004;4,03;74132400
28/10/2004;3,91;72720600
27/10/2004;3,97;183751800
26/10/2004;3,75;204750000
25/10/2004;3,55;67439400
22/10/2004;3,58;70705800
21/10/2004;3,59;105467400
20/10/2004;3,63;63919200
19/10/2004;3,58;97807200
18/10/2004;3,58;67825800
15/10/2004;3,55;70852200
14/10/2004;3,47;70962000
13/10/2004;3,5;91385400
12/10/2004;3,51;95922000
11/10/2004;3,49;38632800
08/10/2004;3,49;66883200
07/10/2004;3,56;67851600
06/10/2004;3,57;119184000
05/10/2004;3,64;75837600
04/10/2004;3,67;60265200
01/10/2004;3,6;66320400
30/09/2004;3,52;75933600
29/09/2004;3,52;112178400
28/09/2004;3,49;96913200
27/09/2004;3,44;58627800
24/09/2004;3,44;72232200
23/09/2004;3,42;97537800
22/09/2004;3,43;95967000
21/09/2004;3,48;77871000
20/09/2004;3,5;61915200
17/09/2004;3,48;84697800
15/09/2004;3,39;55805400
14/09/2004;3,39;69469800
13/09/2004;3,34;90771000
10/09/2004;3,38;169210200
09/09/2004;3,29;132554400
08/09/2004;3,24;145413600
07/09/2004;3,17;91504800
06/09/2004;3,13;5086200
03/09/2004;3,11;48284400
02/09/2004;3,14;53531400
01/09/2004;3,15;79441200
31/08/2004;3,09;47001600
30/08/2004;3,05;32605200
27/08/2004;3,06;40712400
26/08/2004;3,06;28868400
25/08/2004;3,08;56730600
24/08/2004;3,09;34992000
23/08/2004;3,08;38132400
20/08/2004;3,1;39637800
19/08/2004;3,1;59368200
18/08/2004;3,09;57803400
17/08/2004;3,08;105465000
16/08/2004;3,03;81999600
13/08/2004;2,96;27004200
12/08/2004;2,97;78514200
11/08/2004;2,95;114055200
10/08/2004;3;112989600
09/08/2004;2,97;90096600
06/08/2004;3,02;101659200
05/08/2004;3,09;66014400
04/08/2004;3,06;232196400
03/08/2004;3,2;97555800
02/08/2004;3,25;43103400
30/07/2004;3,23;32982000
29/07/2004;3,21;59295600
28/07/2004;3,23;167595000
27/07/2004;3,33;66051000
26/07/2004;3,27;26643000
23/07/2004;3,23;29664000
22/07/2004;3,28;25308600
21/07/2004;3,26;37822200
20/07/2004;3,32;50436600
19/07/2004;3,29;38071800
16/07/2004;3,23;55090200
15/07/2004;3,19;71526000
14/07/2004;3,19;55788600
13/07/2004;3,28;20866800
12/07/2004;3,29;27281400
09/07/2004;3,27;25818000
08/07/2004;3,3;61938000
07/07/2004;3,26;57574800
06/07/2004;3,27;60915600
05/07/2004;3,32;2631000
02/07/2004;3,32;15975000
01/07/2004;3,33;63942600
30/06/2004;3,31;57793800
29/06/2004;3,24;33867600
28/06/2004;3,25;43482000
25/06/2004;3,26;31177200
24/06/2004;3,26;89358000
23/06/2004;3,23;93711000
22/06/2004;3,25;83644800
21/06/2004;3,29;64785600
18/06/2004;3,33;46554000
17/06/2004;3,27;48625200
16/06/2004;3,26;53557800
15/06/2004;3,28;89534400
14/06/2004;3,23;78361800
11/06/2004;3,33;13966200
10/06/2004;3,32;78837000
09/06/2004;3,3;67776600
08/06/2004;3,38;65956800
07/06/2004;3,37;75384000
04/06/2004;3,22;93297600
03/06/2004;3,1;64468200
02/06/2004;3,13;56538600
01/06/2004;3,17;37537800
31/05/2004;3,17;12733800
28/05/2004;3,17;105108000
27/05/2004;3,23;95352600
26/05/2004;3,21;88340400
25/05/2004;3,19;60877200
24/05/2004;3,15;51434400
21/05/2004;3,11;47661600
20/05/2004;3,13;83207400
19/05/2004;3,12;98248800
18/05/2004;3,08;125335200
17/05/2004;3;106213200
14/05/2004;3,1;101058000
13/05/2004;3,1;95955000
12/05/2004;3,08;81400800
11/05/2004;3,06;152061000
10/05/2004;2,89;175458000
07/05/2004;3,04;97923600
06/05/2004;3,07;106312200
05/05/2004;3,18;101893800
04/05/2004;3,27;105537600
03/05/2004;3,18;148398600
30/04/2004;3,05;133112400
29/04/2004;3,11;161149800
28/04/2004;3,27;153666600
27/04/2004;3,43;55824600
26/04/2004;3,38;43213200
23/04/2004;3,41;59108400
22/04/2004;3,38;66994800
21/04/2004;3,36;54424800
20/04/2004;3,39;108649800
19/04/2004;3,35;64516200
16/04/2004;3,34;110948400
15/04/2004;3,35;112776000
14/04/2004;3,41;49387200
13/04/2004;3,48;54962400
12/04/2004;3,52;47931000
07/04/2004;3,45;16663200
06/04/2004;3,43;14180400
05/04/2004;3,47;30355200
02/04/2004;3,5;55536600
01/04/2004;3,46;78220200
31/03/2004;3,41;109435200
30/03/2004;3,46;30825600
29/03/2004;3,45;62530800
26/03/2004;3,38;72508800
25/03/2004;3,38;114692400
24/03/2004;3,27;90661800
23/03/2004;3,25;117303600
22/03/2004;3,19;140070000
19/03/2004;3,29;112274400
18/03/2004;3,12;79728600
17/03/2004;3,1;133118400
16/03/2004;3,07;109424400
15/03/2004;3,08;62992800
12/03/2004;3,1;99477000
11/03/2004;3,11;134354400
10/03/2004;3,19;63048600
09/03/2004;3,2;60768000
08/03/2004;3,21;54574200
05/03/2004;3,27;98263200
04/03/2004;3,29;114658200
03/03/2004;3,17;83438400
02/03/2004;3,18;93567600
01/03/2004;3,22;131585400
27/02/2004;3,12;146053800
26/02/2004;3,11;95783400
25/02/2004;3,09;78371400
24/02/2004;3,1;149855400
23/02/2004;3,05;99738000
20/02/2004;3,07;150238200
19/02/2004;3,16;112962600
18/02/2004;3,18;118546800
17/02/2004;3,17;136176600
16/02/2004;3,1;8559600
13/02/2004;3,09;83244600
12/02/2004;3,03;125132400
11/02/2004;2,93;92435400
10/02/2004;2,91;76914600
09/02/2004;2,95;77604600
06/02/2004;2,87;64115400
04/02/2004;2,85;73342200
03/02/2004;2,83;96628200
02/02/2004;2,82;99810000
30/01/2004;2,77;95964000
29/01/2004;2,76;131807400
28/01/2004;2,79;104628600
27/01/2004;2,88;87091200
26/01/2004;2,88;58119600
23/01/2004;2,86;76159200
22/01/2004;2,83;77408400
21/01/2004;2,82;172653000
20/01/2004;2,8;88567200
19/01/2004;2,73;10264200
16/01/2004;2,71;74055600
15/01/2004;2,68;67808400
14/01/2004;2,69;88264200
13/01/2004;2,72;52200000
12/01/2004;2,71;45393600
09/01/2004;2,7;61200600
08/01/2004;2,65;55286400
07/01/2004;2,6;75345000
06/01/2004;2,58;87255600
05/01/2004;2,63;67846800
02/01/2004;2,49;32489400
31/12/2003;2,45;17624400
30/12/2003;2,43;33227400
29/12/2003;2,41;39719400
26/12/2003;2,4;12001800
24/12/2003;2,41;12011400
23/12/2003;2,37;38557200
22/12/2003;2,39;20382000
19/12/2003;2,37;23566200
18/12/2003;2,35;39785400
17/12/2003;2,32;40036200
16/12/2003;2,31;41271000
15/12/2003;2,32;75108600
11/12/2003;2,33;116573400
10/12/2003;2,3;61981800
09/12/2003;2,32;54704400
08/12/2003;2,38;28533000
05/12/2003;2,4;27954600
04/12/2003;2,41;29786400
03/12/2003;2,41;34894200
02/12/2003;2,43;51918600
01/12/2003;2,36;70023000
28/11/2003;2,34;96897600
27/11/2003;2,27;7843800
26/11/2003;2,25;45616800
25/11/2003;2,22;64213800
24/11/2003;2,2;84906000
21/11/2003;2,23;38650800
19/11/2003;2,21;104146200
18/11/2003;2,3;29634000
17/11/2003;2,27;23398200
14/11/2003;2,31;31444800
13/11/2003;2,31;53758800
12/11/2003;2,26;56069400
11/11/2003;2,21;38503800
10/11/2003;2,21;31071000
07/11/2003;2,25;62827800
06/11/2003;2,2;58316400
05/11/2003;2,17;64513800
04/11/2003;2,18;84787800
03/11/2003;2,17;100732800
31/10/2003;2,08;62650200
30/10/2003;2,07;58290600
29/10/2003;2,03;69930000
28/10/2003;2,05;49346400
27/10/2003;2,04;40699200
24/10/2003;2,02;48280200
23/10/2003;2,02;90054600
22/10/2003;2,03;110203200
21/10/2003;2,08;88224600
20/10/2003;2,04;53211000
17/10/2003;2,05;31844400
16/10/2003;2,03;26091000
15/10/2003;2,04;63756000
14/10/2003;2,06;56828400
13/10/2003;2,08;37473600
10/10/2003;2,08;36729600
09/10/2003;2,06;78079800
08/10/2003;2,06;93456000
07/10/2003;2,03;55298400
06/10/2003;1,99;33625200
03/10/2003;1,99;44308800
02/10/2003;1,96;65220600
01/10/2003;2,03;61381800
30/09/2003;2,01;48145200
29/09/2003;2,04;28782000
26/09/2003;2,02;25527000
25/09/2003;2,02;23842200
24/09/2003;2,01;65520000
23/09/2003;2,03;34506000
22/09/2003;2,02;20188800
19/09/2003;2,03;42376200
18/09/2003;2,04;50709600
17/09/2003;2,01;49947000
15/09/2003;2;27697200
12/09/2003;2,01;42027600
11/09/2003;2,01;77089800
10/09/2003;2,01;82250400
09/09/2003;2;53219400
08/09/2003;2,04;41212200
05/09/2003;2,05;34788000
04/09/2003;2,05;50810400
03/09/2003;2,03;93001800
02/09/2003;2,06;65779800
01/09/2003;2,04;12214200
29/08/2003;2,02;71943000
28/08/2003;1,99;62871600
27/08/2003;1,95;44577000
26/08/2003;1,94;59482800
25/08/2003;1,94;36555600
22/08/2003;1,96;28528800
21/08/2003;1,97;50967000
20/08/2003;1,95;42898200
19/08/2003;1,98;39755400
18/08/2003;1,97;26981400
15/08/2003;1,96;20923200
14/08/2003;1,94;74913600
13/08/2003;1,92;41780400
12/08/2003;1,88;14364000
11/08/2003;1,88;18750600
08/08/2003;1,88;45225600
07/08/2003;1,83;46777800
06/08/2003;1,79;47622000
05/08/2003;1,79;59950200
04/08/2003;1,82;55852800
01/08/2003;1,84;23767800
31/07/2003;1,86;53716800
30/07/2003;1,82;29526600
29/07/2003;1,83;49339200
28/07/2003;1,88;38322000
25/07/2003;1,88;31750800
24/07/2003;1,82;74740200
23/07/2003;1,82;88386600
22/07/2003;1,76;114723000
21/07/2003;1,65;60166800
18/07/2003;1,64;38548800
17/07/2003;1,62;40174200
16/07/2003;1,64;71857200
15/07/2003;1,63;71888070
14/07/2003;1,62;58315800
11/07/2003;1,59;25291800
10/07/2003;1,59;80025000
09/07/2003;1,6;57289200
08/07/2003;1,62;80704200
07/07/2003;1,62;69793200
04/07/2003;1,58;6828000
03/07/2003;1,58;37003800
02/07/2003;1,6;55453800
01/07/2003;1,59;116653800
30/06/2003;1,55;62200200
27/06/2003;1,55;47184600
26/06/2003;1,56;52413600
25/06/2003;1,53;81517200
24/06/2003;1,54;70964400
23/06/2003;1,51;75933600
20/06/2003;1,53;77572800
19/06/2003;1,53;82264800
18/06/2003;1,55;95622600
17/06/2003;1,54;147879600
16/06/2003;1,53;115068600
13/06/2003;1,5;86247000
12/06/2003;1,52;105676800
11/06/2003;1,5;96141600
10/06/2003;1,5;86821800
09/06/2003;1,48;60258000
06/06/2003;1,49;158456400
05/06/2003;1,49;146601000
04/06/2003;1,55;95480400
03/06/2003;1,53;40420200
02/06/2003;1,52;58289400
30/05/2003;1,5;71252400
29/05/2003;1,47;79391400
28/05/2003;1,46;92758800
27/05/2003;1,48;61658400
26/05/2003;1,45;10275000
23/05/2003;1,46;47458800
22/05/2003;1,43;67093200
21/05/2003;1,4;73588800
20/05/2003;1,4;89462400
19/05/2003;1,41;35771400
16/05/2003;1,45;29686800
15/05/2003;1,49;60535200
14/05/2003;1,46;109858200
13/05/2003;1,42;70198200
12/05/2003;1,43;35289600
09/05/2003;1,42;81211200
08/05/2003;1,37;123302400
07/05/2003;1,42;75540000
06/05/2003;1,42;86253000
05/05/2003;1,44;76266600
02/05/2003;1,42;43617000
30/04/2003;1,37;71611800
29/04/2003;1,38;31788000
28/04/2003;1,37;52897200
25/04/2003;1,37;52207200
24/04/2003;1,37;162618600
23/04/2003;1,32;72720000
22/04/2003;1,32;90537600
21/04/2003;1,29;51359400
16/04/2003;1,28;43421400
15/04/2003;1,28;62788200
14/04/2003;1,26;33438600
11/04/2003;1,25;45477000
10/04/2003;1,24;73095000
09/04/2003;1,26;55603800
08/04/2003;1,27;89271000
07/04/2003;1,25;123139800
04/04/2003;1,23;147781200
03/04/2003;1,19;115677600
02/04/2003;1,18;87024000
01/04/2003;1,15;56910000
31/03/2003;1,15;57655200
28/03/2003;1,16;32053800
27/03/2003;1,16;50748600
26/03/2003;1,16;45599400
25/03/2003;1,16;131479800
24/03/2003;1,15;65924400
20/03/2003;1,19;90601800
19/03/2003;1,2;73753800
18/03/2003;1,21;93127200
17/03/2003;1,2;80644800
14/03/2003;1,21;90427800
13/03/2003;1,19;156862200
12/03/2003;1,18;88577400
11/03/2003;1,2;70598400
10/03/2003;1,2;54956400
07/03/2003;1,23;36777000
06/03/2003;1,22;65734200
05/03/2003;1,2;51898800
04/03/2003;1,2;47038200
03/03/2003;1,21;35554200
28/02/2003;1,21;96654000
27/02/2003;1,17;57525600
26/02/2003;1,17;58231800
25/02/2003;1,17;76578000
24/02/2003;1,18;60323400
21/02/2003;1,18;48513600
20/02/2003;1,17;49108200
19/02/2003;1,16;56509800
18/02/2003;1,15;108100800
17/02/2003;1,12;26163000
14/02/2003;1,11;98213400
13/02/2003;1,11;74419800
12/02/2003;1,11;100582200
11/02/2003;1,15;56542200
10/02/2003;1,19;39884400
07/02/2003;1,19;32109000
06/02/2003;1,2;33739200
04/02/2003;1,22;58460400
03/02/2003;1,23;18295200
31/01/2003;1,22;43129800
30/01/2003;1,22;72658200
29/01/2003;1,22;84367200
28/01/2003;1,2;62853600
27/01/2003;1,2;41630400
24/01/2003;1,19;47980200
23/01/2003;1,2;41956800
22/01/2003;1,2;80087400
21/01/2003;1,25;104211000
20/01/2003;1,23;14254800
17/01/2003;1,25;132118800
16/01/2003;1,27;68266200
15/01/2003;1,28;106492800
14/01/2003;1,28;108986400
13/01/2003;1,24;28788000
10/01/2003;1,22;31503600
09/01/2003;1,23;57426000
08/01/2003;1,24;48097200
07/01/2003;1,24;57886800
06/01/2003;1,25;108497400
03/01/2003;1,21;20209200
02/01/2003;1,21;12767400
31/12/2002;1,18;10548000
30/12/2002;1,19;8811000
27/12/2002;1,2;9207600
26/12/2002;1,21;7221600
24/12/2002;1,21;5321400
23/12/2002;1,21;10930800
20/12/2002;1,21;57111600
19/12/2002;1,18;28608600
18/12/2002;1,17;42809400
17/12/2002;1,19;36266400
16/12/2002;1,18;54914400
13/12/2002;1,15;26644800
11/12/2002;1,18;46868400
10/12/2002;1,19;40277400
09/12/2002;1,17;52908000
06/12/2002;1,21;30230400
05/12/2002;1,2;28638600
04/12/2002;1,21;58020000
03/12/2002;1,22;48065400
02/12/2002;1,22;133336800
29/11/2002;1,19;63713400
28/11/2002;1,2;17363400
27/11/2002;1,21;194971200
26/11/2002;1,16;123855600
25/11/2002;1,12;17058600
22/11/2002;1,12;93340200
21/11/2002;1,13;241443600
19/11/2002;1,04;89056200
18/11/2002;1,06;47186400
15/11/2002;1,07;56646600
14/11/2002;1,1;52126200
13/11/2002;1,07;45331200
12/11/2002;1,09;52916400
11/11/2002;1,09;43177200
08/11/2002;1,09;36923400
07/11/2002;1,1;92429400
06/11/2002;1,11;65127000
05/11/2002;1,1;39232800
04/11/2002;1,11;136524000
01/11/2002;1,09;69174000
31/10/2002;1,09;56334000
30/10/2002;1,09;44500800
29/10/2002;1,07;53118600
28/10/2002;1,06;46315200
25/10/2002;1,06;35278200
24/10/2002;1,07;43173600
23/10/2002;1,08;80793000
22/10/2002;1,08;83762400
21/10/2002;1,1;109035000
18/10/2002;1,06;71704200
17/10/2002;1,06;165118800
16/10/2002;1,03;117088800
15/10/2002;1,06;165444000
14/10/2002;1,02;18374400
11/10/2002;1,01;79783200
10/10/2002;0,97;78414000
09/10/2002;0,96;68853600
08/10/2002;1;54411000
07/10/2002;1,03;32451000
04/10/2002;1,02;40929000
03/10/2002;1,03;90153000
02/10/2002;1,01;97920000
01/10/2002;1,03;87397800
30/09/2002;0,98;92084400
27/09/2002;1;170980800
26/09/2002;1,07;127233000
25/09/2002;1,07;131031000
24/09/2002;1,05;88694400
23/09/2002;1,06;77360400
20/09/2002;1,06;83076000
19/09/2002;1;139995000
18/09/2002;1,07;99616200
17/09/2002;1,1;52815000
13/09/2002;1,11;52754400
12/09/2002;1,12;80547600
11/09/2002;1,12;84041400
10/09/2002;1,11;87009600
09/09/2002;1,09;94769400
06/09/2002;1,1;69184200
05/09/2002;1,07;56506200
04/09/2002;1,07;56150400
03/09/2002;1,07;69560400
02/09/2002;1,09;22003800
30/08/2002;1,1;89540400
29/08/2002;1,1;66816600
28/08/2002;1,08;103513800
27/08/2002;1,08;72355800
26/08/2002;1,09;74082000
23/08/2002;1,07;33775200
22/08/2002;1,08;42689400
21/08/2002;1,09;45492600
20/08/2002;1,08;22350000
19/08/2002;1,08;51848400
16/08/2002;1,1;85208400
15/08/2002;1,09;79409400
14/08/2002;1,07;87152400
13/08/2002;1,02;75256200
12/08/2002;1,06;91060800
09/08/2002;1,02;108004800
08/08/2002;1,05;191511600
07/08/2002;0,96;129686400
06/08/2002;0,93;95195400
05/08/2002;0,9;67310400
02/08/2002;0,92;115729800
01/08/2002;0,93;152437800
31/07/2002;0,99;54349200
30/07/2002;1,01;72417600
29/07/2002;1,04;72879000
26/07/2002;1,03;48105600
25/07/2002;1,02;72879000
24/07/2002;1,02;118199400
23/07/2002;0,99;85732800
22/07/2002;1;107572200
19/07/2002;1,07;56438400
18/07/2002;1,1;80506800
17/07/2002;1,1;71979600
16/07/2002;1,11;90283200
15/07/2002;1,11;52041000
12/07/2002;1,08;71965800
11/07/2002;1,08;65611800
10/07/2002;1,05;47179800
09/07/2002;1,09;54460800
08/07/2002;1,1;61423800
05/07/2002;1,1;96899400
04/07/2002;1,07;13166400
03/07/2002;1,05;53375400
02/07/2002;1,02;128488200
01/07/2002;1,05;74037600
28/06/2002;1,05;135712800
27/06/2002;1,06;238614000
26/06/2002;0,94;197756400
25/06/2002;1,02;393530400
24/06/2002;1,03;215065200
21/06/2002;1,1;128255400
20/06/2002;1,12;113855400
19/06/2002;1,15;152316600
18/06/2002;1,15;420828000
17/06/2002;1,13;89228400
14/06/2002;1,12;98044200
13/06/2002;1,13;79453200
12/06/2002;1,13;116889600
11/06/2002;1,15;100146600
10/06/2002;1,16;72321000
07/06/2002;1,19;162361200
06/06/2002;1,22;180192600
05/06/2002;1,29;70777800
04/06/2002;1,31;95727600
03/06/2002;1,29;58858200
31/05/2002;1,32;63549600
30/05/2002;1,34;89106600
29/05/2002;1,37;114657600
28/05/2002;1,4;60648600
27/05/2002;1,41;6847800
24/05/2002;1,41;37162800
23/05/2002;1,42;39340800
22/05/2002;1,41;52883400
21/05/2002;1,4;97392000
20/05/2002;1,42;35689800
17/05/2002;1,44;141982800
16/05/2002;1,43;155723400
15/05/2002;1,4;76686000
14/05/2002;1,39;58556400
13/05/2002;1,39;37033800
10/05/2002;1,38;94192200
09/05/2002;1,39;80739000
08/05/2002;1,4;110810400
07/05/2002;1,36;93631200
06/05/2002;1,39;70029600
03/05/2002;1,39;104853600
02/05/2002;1,36;161228400
30/04/2002;1,38;51750000
29/04/2002;1,38;44548200
26/04/2002;1,41;99905400
25/04/2002;1,4;134108400
24/04/2002;1,4;95232000
23/04/2002;1,37;118675800
22/04/2002;1,4;54335400
19/04/2002;1,41;93514200
18/04/2002;1,42;130596000
17/04/2002;1,4;128298600
16/04/2002;1,37;155989200
15/04/2002;1,33;87606000
12/04/2002;1,34;232738800
11/04/2002;1,36;249342000
10/04/2002;1,4;155606400
09/04/2002;1,36;98898000
08/04/2002;1,38;61854000
05/04/2002;1,41;97225800
04/04/2002;1,4;134343000
03/04/2002;1,36;154858200
02/04/2002;1,38;126869400
01/04/2002;1,4;108425400
27/03/2002;1,41;42358200
26/03/2002;1,41;83012400
25/03/2002;1,43;65427000
22/03/2002;1,46;78028200
20/03/2002;1,45;108761400
19/03/2002;1,45;173393400
18/03/2002;1,44;106342200
15/03/2002;1,41;79333200
14/03/2002;1,4;99569400
13/03/2002;1,42;163522800
12/03/2002;1,45;126830400
11/03/2002;1,43;109241400
08/03/2002;1,41;179691000
07/03/2002;1,37;151168200
06/03/2002;1,42;264145200
05/03/2002;1,38;230752800
04/03/2002;1,38;154563600
01/03/2002;1,33;130015800
28/02/2002;1,31;158482800
27/02/2002;1,34;136324800
26/02/2002;1,32;118259400
25/02/2002;1,3;63750600
22/02/2002;1,29;72174600
21/02/2002;1,29;97167600
20/02/2002;1,3;163201200
19/02/2002;1,29;111202800
18/02/2002;1,34;5212800
15/02/2002;1,34;70513800
14/02/2002;1,35;105597600
13/02/2002;1,32;119574000
12/02/2002;1,3;128525400
11/02/2002;1,3;82275600
08/02/2002;1,34;91191600
07/02/2002;1,33;164589600
06/02/2002;1,33;242661000
04/02/2002;1,33;179431200
01/02/2002;1,38;272611200
31/01/2002;1,44;169373400
30/01/2002;1,39;152284800
29/01/2002;1,42;111581400
28/01/2002;1,45;106269600
25/01/2002;1,45;115364400
24/01/2002;1,42;199491000
23/01/2002;1,42;205246200
22/01/2002;1,36;111499800
21/01/2002;1,39;27955200
18/01/2002;1,41;102422400
17/01/2002;1,44;94337400
16/01/2002;1,44;142982400
15/01/2002;1,42;223027200
14/01/2002;1,34;65664000
11/01/2002;1,35;130086600
10/01/2002;1,35;183201000
09/01/2002;1,42;141522000
08/01/2002;1,45;64283400
07/01/2002;1,43;74913000
04/01/2002;1,45;94942200
03/01/2002;1,45;98749800
02/01/2002;1,39;47655000
31/12/2001;1,4;41341200
28/12/2001;1,42;39070200
27/12/2001;1,42;35202000
26/12/2001;1,41;23438400
24/12/2001;1,39;5691000
21/12/2001;1,4;79263000
20/12/2001;1,39;71518200
19/12/2001;1,38;96613200
18/12/2001;1,39;75999000
17/12/2001;1,39;82318800
14/12/2001;1,34;100120800
13/12/2001;1,31;103098000
11/12/2001;1,36;114321600
10/12/2001;1,36;57074400
07/12/2001;1,37;71138400
06/12/2001;1,34;134863200
05/12/2001;1,35;184161000
04/12/2001;1,3;100669800
03/12/2001;1,28;54330000
30/11/2001;1,26;75430200
29/11/2001;1,25;124032600
28/11/2001;1,23;127292400
27/11/2001;1,22;135459000
26/11/2001;1,19;109071600
23/11/2001;1,17;59053800
22/11/2001;1,16;21934200
21/11/2001;1,14;100036200
19/11/2001;1,18;53921400
16/11/2001;1,18;80800200
15/11/2001;1,2;167809200
14/11/2001;1,2;230809800
13/11/2001;1,15;169611600
12/11/2001;1,1;124987200
09/11/2001;1,13;92487000
08/11/2001;1,12;84090600
07/11/2001;1,13;112222200
06/11/2001;1,14;140404800
05/11/2001;1,13;173108400
02/11/2001;1,12;66259800
01/11/2001;1,12;171673200
31/10/2001;1,09;133210800
30/10/2001;1,06;112624200
29/10/2001;1,06;125264400
26/10/2001;1,09;107448600
25/10/2001;1,11;111823800
24/10/2001;1,1;325210800
23/10/2001;1,04;74164800
22/10/2001;1,03;57190800
19/10/2001;1,04;81828600
18/10/2001;1,02;110884200
17/10/2001;1,05;85278000
16/10/2001;1,06;75219600
15/10/2001;1,06;106294800
12/10/2001;1,12;108262200
11/10/2001;1,14;175252200
10/10/2001;1,13;132223800
09/10/2001;1,09;134926800
