fecha,tasa,precios
26-09-2018,7.171717171717163,21.22
27-09-2018,7.3588709677419395,21.3
28-09-2018,6.256206554121142,21.4
01-10-2018,5.882352941176477,21.42
02-10-2018,5.458937198067629,21.83
03-10-2018,-2.005730659025796,20.52
04-10-2018,-2.0912547528517003,20.6
05-10-2018,-3.0631479736097957,20.57
08-10-2018,-5.023474178403757,20.23
09-10-2018,-5.654205607476623,20.19
10-10-2018,-8.403361344537817,19.62
11-10-2018,-8.52038479157123,19.97
12-10-2018,-2.8752436647173485,19.93
15-10-2018,-4.805825242718456,19.61
