fecha,prediccion,real,precios
21-11-2018,-0.1776677668094635,-4.992621741269046,38.63
22-11-2018,-1.3093584179878235,-3.2586558044806546,38.0
23-11-2018,-1.7151266833146412,-1.1854583772392067,37.51
26-11-2018,-1.7609076499938965,-3.1077166183829332,36.79
27-11-2018,1.7888004382451375,4.086021505376333,38.72
28-11-2018,2.0235598186651864,2.318989951043542,39.71
29-11-2018,1.7728063662846882,2.8020565552699317,39.99
30-11-2018,1.7131257851918538,,
03-12-2018,0.15591017405192056,,
04-12-2018,-0.017230908075968426,,
05-12-2018,6.266859690348308,,
06-12-2018,2.935780336459478,,
07-12-2018,-0.2503572305043538,,
10-12-2018,-1.1008648077646892,,
