fecha,tasa,precios
12-11-2018,-3.1271244051665588,14.25
13-11-2018,-9.921671018276758,13.8
14-11-2018,-12.017994858611832,13.69
15-11-2018,-11.753118844386085,13.44
16-11-2018,-11.924821775761504,13.59
20-11-2018,-8.202323991797684,13.43
21-11-2018,-7.755662319835284,13.44
