fecha,prediccion,real,precios
02-01-2019,0.4356920023759206,7.172131147540996,20.92
03-01-2019,0.97273850440979,6.982670744138621,20.99
04-01-2019,1.437601884206136,5.736040609137051,20.83
07-01-2019,1.6261732975641887,3.4260178748758574,20.83
08-01-2019,2.549351215362549,4.797601199400286,20.97
09-01-2019,2.8493513266245523,2.012763868433972,20.78
10-01-2019,4.700931866963704,2.1109474717722128,20.8
11-01-2019,4.251104116439819,,
14-01-2019,3.5262818336486816,,
15-01-2019,5.050524870554606,,
16-01-2019,4.891528129577637,,
17-01-2019,5.611231803894043,,
18-01-2019,5.613961299260457,,
21-01-2019,5.814302762349446,,
