fecha,prediccion,real,precios
27-11-2018,-0.18827613443136215,-3.082029397818865,20.44
28-11-2018,0.15069307014346123,-0.8490566037735836,21.02
29-11-2018,-0.958165317773819,-0.7579346281383238,20.95
30-11-2018,0.09757890303929646,-0.8608321377331407,20.73
03-12-2018,0.5858768684168657,1.6401350699469361,21.07
04-12-2018,0.37189991275469464,-1.0491177873152069,20.75
05-12-2018,3.116974353790283,5.1230537418382704,20.93
06-12-2018,9.171560208002726,,
07-12-2018,8.924031774202982,,
10-12-2018,9.42264982064565,,
11-12-2018,9.096465210119883,,
13-12-2018,4.918318589528401,,
14-12-2018,6.345982114473979,,
17-12-2018,6.720311065514882,,
