fecha,prediccion,real,precios
14-09-2018,0.3788269559542338,0.5555555555555527,19.91
17-09-2018,-0.9508343935012817,1.3824884792626706,19.8
18-09-2018,-0.011612633864084879,1.5353121801432994,19.84
19-09-2018,-1.735365351041158,2.0263424518743776,20.14
20-09-2018,-2.5229896704355874,2.2233451237999056,20.23
21-09-2018,0.08624287446339925,5.0228310502283025,20.7
24-09-2018,0.2828832467397054,3.869047619047625,20.94
25-09-2018,1.3180038332939148,,
26-09-2018,0.1075131893157959,,
27-09-2018,-1.034362385670344,,
28-09-2018,-2.061767021814982,,
01-10-2018,-4.553211371103923,,
02-10-2018,-4.9782821337382,,
03-10-2018,-2.4175775249799094,,
