fecha,prediccion,real,precios
16-10-2018,-0.049500755965709686,-3.694701020904237,19.81
17-10-2018,-0.18392062187194824,-1.6806722689075624,19.89
18-10-2018,0.21751385927200317,-2.674591381872227,19.65
19-10-2018,0.2680540283521016,-1.1722731906218167,19.39
22-10-2018,-1.0484903852144878,-1.3520280420630926,19.7
23-10-2018,-5.2894948323567705,-6.573005519317606,18.62
24-10-2018,-6.138380209604899,-5.456399796022439,18.54
25-10-2018,-4.833155632019043,,
26-10-2018,-4.2510983149210615,,
29-10-2018,-2.8562472661336265,,
30-10-2018,-2.7030277252197266,,
31-10-2018,-2.3852188984553018,,
01-11-2018,-0.9204598069190979,,
05-11-2018,-1.4051398436228435,,
