index,activation,epochs,error,hidden,learning_rate,prediction,random_seed
90,<function relu at 0x0000000008CBE400>,500,3.111792304733914,100,0.0005,"[0.16786564886569977, 0.8288373351097107, 1.6803802251815796, 2.3109354972839355, 2.2596495151519775, 1.7507984638214111, 1.8571653366088867, 2.66902494430542, 3.487415313720703, 2.627007484436035, 1.4709888696670532, 1.2738349437713623, 1.3942755460739136, 1.6340118646621704]",3.111792304733914
97,<function relu at 0x0000000008CBE400>,500,3.1127778476564405,500,0.0001,"[0.17881594598293304, 0.5144648551940918, 1.0523158311843872, 1.727225661277771, 1.9022084474563599, 1.7054675817489624, 2.326058864593506, 2.796907424926758, 2.693331003189087, 1.844394326210022, 1.22266685962677, 0.4141518175601959, 0.15676702558994293, -0.005170031450688839]",3.1127778476564405
26,<function elu at 0x0000000008CC56A8>,500,3.1247116796219303,500,0.0001,"[0.11009484529495239, 0.4815233051776886, 1.1129400730133057, 1.7910664081573486, 2.2531931400299072, 2.0182313919067383, 1.9227674007415771, 1.8523532152175903, 1.385622262954712, 0.8003495335578918, 1.7736924886703491, 2.7117645740509033, 3.822488307952881, 3.5350329875946045]",3.1247116796219303
24,<function elu at 0x0000000008CC56A8>,500,3.1421354025871326,500,0.0001,"[0.11487159878015518, 0.5153725147247314, 1.2031092643737793, 1.8842183351516724, 2.3463501930236816, 2.0081424713134766, 1.931780457496643, 1.994612455368042, 1.5446397066116333, 0.9586299061775208, 1.3277397155761719, 2.1101016998291016, 2.3645381927490234, 2.696378469467163]",3.1421354025871326
29,<function elu at 0x0000000008CC56A8>,1000,3.1492916614684328,500,0.0001,"[0.11711613833904266, 0.5121083855628967, 1.1796870231628418, 1.913271188735962, 2.3932313919067383, 2.085371971130371, 1.856246829032898, 1.4792718887329102, 0.9667198061943054, 0.1682419776916504, 1.499126672744751, 3.341315269470215, 4.463985919952393, 3.8977177143096924]",3.1492916614684328
91,<function relu at 0x0000000008CBE400>,500,3.152768095937486,100,0.0005,"[0.3184542953968048, 0.8211936354637146, 1.431518793106079, 1.778263807296753, 1.7433216571807861, 1.5181355476379395, 2.5521652698516846, 3.70204758644104, 3.022310256958008, 2.083702325820923, 2.0162806510925293, 1.2961442470550537, 1.1401551961898804, 0.8299787640571594]",3.152768095937486
96,<function relu at 0x0000000008CBE400>,500,3.156548186039923,500,0.0001,"[0.15804126858711243, 0.5132002830505371, 1.1251779794692993, 1.725489616394043, 1.9555519819259644, 1.7691763639450073, 2.4093880653381348, 2.702863931655884, 2.6478207111358643, 2.285163640975952, 1.9195387363433838, 1.5066184997558594, 1.057094693183899, 1.0622119903564453]",3.156548186039923
21,<function elu at 0x0000000008CC56A8>,1000,3.162377289093807,100,0.0005,"[0.1298699527978897, 0.7070099115371704, 1.4506640434265137, 2.0850164890289307, 2.471195697784424, 2.2233262062072754, 1.5884451866149902, 1.8812224864959717, 2.348825454711914, 2.321444511413574, 2.666818141937256, 3.181898355484009, 3.9463934898376465, 3.936201572418213]",3.162377289093807
80,<function relu at 0x0000000008CBE400>,500,3.1652168360186654,100,0.001,"[0.30933189392089844, 0.6840526461601257, 1.2080155611038208, 1.7659116983413696, 1.764569640159607, 1.7336701154708862, 2.470344066619873, 2.6656265258789062, 2.8673501014709473, 2.5817601680755615, 2.934380292892456, 2.5296382904052734, 3.0916855335235596, 3.8376481533050537]",3.1652168360186654
28,<function elu at 0x0000000008CC56A8>,1000,3.1761199613467306,500,0.0001,"[0.12671136856079102, 0.5562022924423218, 1.2551835775375366, 1.9261261224746704, 2.3905248641967773, 2.1015820503234863, 1.9280364513397217, 2.269318103790283, 1.5518555641174316, 2.037417411804199, 3.050771474838257, 3.10219407081604, 4.011751174926758, 4.02067232131958]",3.1761199613467306
62,<function elu at 0x0000000008CC56A8>,500,3.1885883662490486,1000,0.005,"[0.22764618694782257, 0.2874313294887543, 0.5633219480514526, 1.4732671976089478, 2.4304633140563965, 2.120671510696411, 2.0970308780670166, 1.105782389640808, 0.952447772026062, 0.823772668838501, 0.4846947193145752, 0.18600234389305115, 0.9404429197311401, 0.34105828404426575]",3.1885883662490486
121,<function relu at 0x0000000008CBE400>,500,3.2118198907370323,1000,0.0001,"[0.17312832176685333, 0.5451666116714478, 1.2058161497116089, 1.943677306175232, 2.2404356002807617, 1.9074591398239136, 2.3404924869537354, 2.773658514022827, 2.655952215194702, 2.3508715629577637, 2.555920362472534, 2.803255558013916, 2.407925605773926, 1.324025273323059]",3.2118198907370323
27,<function elu at 0x0000000008CC56A8>,1000,3.2337039515248547,500,0.0001,"[0.11794460564851761, 0.5406383872032166, 1.2437139749526978, 1.9935146570205688, 2.5300216674804688, 2.1453163623809814, 2.05204176902771, 2.1767404079437256, 2.0239510536193848, 1.677700400352478, 2.5681838989257812, 3.9888553619384766, 4.26094913482666, 4.347537517547607]",3.2337039515248547
15,<function elu at 0x0000000008CC56A8>,1000,3.2500407528814885,100,0.005,"[0.3704378604888916, 0.7763438820838928, 0.8136453628540039, -1.1891863346099854, 0.24497438967227936, 3.4546854496002197, 0.4626145660877228, -0.3037049472332001, 1.6707913875579834, 3.9069316387176514, 4.10902214050293, -2.462428092956543, -0.15300296247005463, -4.458345890045166]",3.2500407528814885
48,<function elu at 0x0000000008CC56A8>,500,3.269424510276731,1000,0.0001,"[0.11419280618429184, 0.4992089867591858, 1.1991337537765503, 1.8944653272628784, 2.37284517288208, 2.340402603149414, 2.0940756797790527, 1.9941964149475098, 1.638567328453064, 1.0950731039047241, 1.8535133600234985, 2.754563331604004, 4.471525192260742, 4.6287970542907715]",3.269424510276731
77,<function relu at 0x0000000008CBE400>,1000,3.2851530043840307,100,0.0001,"[0.18817466497421265, 0.473766028881073, 0.9873327016830444, 1.4517039060592651, 1.6219336986541748, 1.7047052383422852, 3.0796046257019043, 3.4715042114257812, 3.3048367500305176, 3.324721574783325, 3.5763158798217773, 3.4569501876831055, 3.0988497734069824, 2.9592013359069824]",3.2851530043840307
92,<function relu at 0x0000000008CBE400>,500,3.291362530491584,100,0.0005,"[0.30257630348205566, 0.7329927682876587, 1.2685188055038452, 1.8185145854949951, 1.8008791208267212, 1.836358904838562, 2.814495801925659, 2.5203585624694824, 2.0727102756500244, 1.346145510673523, 0.934836745262146, 0.5417532324790955, 0.814016580581665, 0.8546786308288574]",3.291362530491584
2,<function elu at 0x0000000008CC56A8>,500,3.3040343545094157,100,0.0001,"[0.13165231049060822, 0.5429519414901733, 1.243974208831787, 1.9352962970733643, 2.374899387359619, 2.2934963703155518, 2.2633020877838135, 2.517930030822754, 1.8910094499588013, 1.3709269762039185, 0.4378261864185333, -0.44793078303337097, -0.5197277665138245, -0.38721299171447754]",3.3040343545094157
7,<function elu at 0x0000000008CC56A8>,500,3.3211158708071866,100,0.001,"[0.32768428325653076, 0.6329555511474609, 1.342612385749817, 2.456425428390503, 2.9395511150360107, 2.12518048286438, 2.0844013690948486, 0.8395578861236572, 0.6127094030380249, 0.5908893346786499, -0.4438810348510742, 0.18150152266025543, 2.0052871704101562, 2.7980074882507324]",3.3211158708071866
83,<function relu at 0x0000000008CBE400>,1000,3.3413850174487054,100,0.001,"[0.3541962504386902, 0.8136540651321411, 1.3763734102249146, 1.930782675743103, 2.05285906791687, 2.0768752098083496, 2.647834539413452, 3.1676433086395264, 3.834102153778076, 3.702029228210449, 3.8074324131011963, 2.8473451137542725, 3.248243570327759, 3.6799511909484863]",3.3413850174487054
51,<function elu at 0x0000000008CC56A8>,1000,3.3617414621030437,1000,0.0001,"[0.13938204944133759, 0.5684739947319031, 1.2944999933242798, 1.9993820190429688, 2.504272699356079, 2.4403390884399414, 2.264850378036499, 1.6485693454742432, 1.3960175514221191, 1.410107970237732, 3.2916338443756104, 4.767560005187988, 6.257465839385986, 5.646180152893066]",3.3617414621030437
95,<function relu at 0x0000000008CBE400>,1000,3.3686760864393297,100,0.0005,"[0.3570498526096344, 0.8937112092971802, 1.474910020828247, 2.045361042022705, 1.9151421785354614, 1.9088441133499146, 2.898611068725586, 2.682377338409424, 2.2328968048095703, 1.9998390674591064, 2.1085987091064453, 1.6459572315216064, 1.8265111446380615, 1.2523876428604126]",3.3686760864393297
20,<function elu at 0x0000000008CC56A8>,500,3.3886270407136867,100,0.0005,"[0.15857549011707306, 0.7609431147575378, 1.5272899866104126, 2.252424478530884, 2.7553653717041016, 2.2432594299316406, 2.331162452697754, 3.300872325897217, 2.5501434803009033, 0.9797264337539673, -0.02876662276685238, 0.7444397211074829, 2.002805709838867, 3.47381591796875]",3.3886270407136867
113,<function relu at 0x0000000008CBE400>,1000,3.3940425660584177,500,0.005,"[0.13961893320083618, 0.12079125642776489, 3.1422946453094482, 3.476201295852661, 0.20121216773986816, 2.3589322566986084, 2.186218023300171, 0.7381889820098877, 2.800156831741333, 2.767565965652466, 1.399322748184204, 1.970050573348999, 3.6442196369171143, -1.0600467920303345]",3.3940425660584177
65,<function elu at 0x0000000008CC56A8>,1000,3.413467132414716,1000,0.005,"[0.3213486969470978, 0.4547363519668579, 0.9213209748268127, 1.7478357553482056, 3.0866918563842773, 2.746027708053589, 1.9256688356399536, 0.563111424446106, 0.7373849153518677, 0.6212494969367981, 0.23496268689632416, -0.0907900482416153, -0.08646155893802643, 0.565269947052002]",3.413467132414716
8,<function elu at 0x0000000008CC56A8>,500,3.431220861935162,100,0.001,"[0.1952866017818451, 0.7620297074317932, 1.4626879692077637, 2.284691333770752, 2.554560661315918, 2.204695463180542, 2.638279676437378, 2.9024972915649414, 1.6627693176269531, -0.6771668791770935, -2.4636051654815674, -2.826326370239258, -2.91302752494812, -1.2798807621002197]",3.431220861935162
79,<function relu at 0x0000000008CBE400>,500,3.436067893892422,100,0.001,"[0.3121088147163391, 1.0171318054199219, 1.8292732238769531, 2.3303911685943604, 1.8732694387435913, 1.748881459236145, 3.157228946685791, 4.4348955154418945, 5.920937538146973, 6.110419750213623, 5.377696514129639, 4.863966464996338, 4.092958450317383, 3.0778555870056152]",3.436067893892422
5,<function elu at 0x0000000008CC56A8>,1000,3.4426176960588184,100,0.0001,"[0.12228662520647049, 0.5993757843971252, 1.3865832090377808, 2.172233819961548, 2.6050076484680176, 2.395228385925293, 2.5510926246643066, 2.995952606201172, 1.991662621498108, 1.100511074066162, 0.6126837730407715, 1.3695924282073975, 2.4059488773345947, 3.2843308448791504]",3.4426176960588184
53,<function elu at 0x0000000008CC56A8>,1000,3.466449143191638,1000,0.0001,"[0.11304938793182373, 0.5215972661972046, 1.1882201433181763, 1.8692467212677002, 2.5897858142852783, 2.552884578704834, 2.5824437141418457, 2.1478259563446045, 1.352178931236267, 0.36261752247810364, 2.500917673110962, 5.293158054351807, 9.047632217407227, 6.4753804206848145]",3.466449143191638
23,<function elu at 0x0000000008CC56A8>,1000,3.468902050949834,100,0.0005,"[0.16407141089439392, 0.7988662719726562, 1.570087194442749, 2.3482961654663086, 2.904428243637085, 2.31471848487854, 2.4783432483673096, 3.8495233058929443, 3.0738627910614014, 2.4921181201934814, 2.0479352474212646, 3.326343297958374, 4.44072961807251, 4.837778091430664]",3.468902050949834
122,<function relu at 0x0000000008CBE400>,500,3.4730195887258906,1000,0.0001,"[0.16714152693748474, 0.5619076490402222, 1.2016481161117554, 1.963014006614685, 2.435180902481079, 2.2801034450531006, 2.917738199234009, 3.241325616836548, 3.24511981010437, 2.109175443649292, 1.7552003860473633, 1.1077795028686523, 0.6368268728256226, -0.4260093867778778]",3.4730195887258906
99,<function relu at 0x0000000008CBE400>,1000,3.4771924056458254,500,0.0001,"[0.20639097690582275, 0.6506559252738953, 1.4218398332595825, 2.221212387084961, 2.576465368270874, 2.330869197845459, 2.735347032546997, 2.5867111682891846, 1.9536850452423096, 0.8697771430015564, -0.23670853674411774, -1.1917771100997925, -1.8165370225906372, -2.039950370788574]",3.4771924056458254
120,<function relu at 0x0000000008CBE400>,500,3.491078014865836,1000,0.0001,"[0.1726778745651245, 0.5494940876960754, 1.195282220840454, 1.85676908493042, 2.2747092247009277, 2.209698438644409, 3.1277546882629395, 3.760502338409424, 3.5777735710144043, 2.8697736263275146, 2.496818780899048, 1.5013673305511475, 0.5032028555870056, -0.6603601574897766]",3.491078014865836
93,<function relu at 0x0000000008CBE400>,1000,3.4943855608353367,100,0.0005,"[0.17426538467407227, 0.9402700662612915, 1.987647294998169, 2.767390489578247, 2.886273145675659, 2.3528051376342773, 2.317911386489868, 3.160567283630371, 3.81778621673584, 2.6398892402648926, 1.147596001625061, 0.3063258230686188, 0.14066264033317566, 0.9117655158042908]",3.4943855608353367
60,<function elu at 0x0000000008CC56A8>,500,3.499337950119641,1000,0.005,"[0.06317096203565598, 0.2417016476392746, 1.0976338386535645, 1.529763102531433, 2.837482213973999, 4.3011474609375, 0.12266877293586731, 1.7207872867584229, 1.1739994287490845, 0.7661687135696411, 1.711195707321167, 4.183053493499756, 6.946316719055176, 7.201727390289307]",3.499337950119641
61,<function elu at 0x0000000008CC56A8>,500,3.511809707569711,1000,0.005,"[0.23986956477165222, 0.40295690298080444, 1.2376073598861694, 1.1369175910949707, 1.8533371686935425, 2.879390001296997, 2.75663685798645, 1.873846411705017, 1.0236010551452637, -0.2823689579963684, -0.556951105594635, -0.5275073647499084, -0.14765791594982147, 0.10362125933170319]",3.511809707569711
6,<function elu at 0x0000000008CC56A8>,500,3.5158449087456742,100,0.001,"[0.14324530959129333, 0.6859930157661438, 1.4633538722991943, 2.4133026599884033, 3.2067887783050537, 2.728179931640625, 2.1030080318450928, 3.0838749408721924, 3.528024911880493, 2.182912588119507, 3.0471012592315674, 3.406964063644409, 3.2851438522338867, 3.991663694381714]",3.5158449087456742
100,<function relu at 0x0000000008CBE400>,1000,3.5430644831252973,500,0.0001,"[0.2278842329978943, 0.6689042448997498, 1.3367878198623657, 2.189298391342163, 2.5075297355651855, 2.399165391921997, 2.969325065612793, 3.1572420597076416, 2.58648681640625, 0.9540776610374451, -0.36582425236701965, -1.8190712928771973, -2.20824933052063, -2.44291615486145]",3.5430644831252973
10,<function elu at 0x0000000008CC56A8>,1000,3.544356773488475,100,0.001,"[0.3604492247104645, 0.639421820640564, 1.4375464916229248, 2.4800703525543213, 3.1436495780944824, 2.448596954345703, 2.552675724029541, 0.7756211757659912, 0.9910163879394531, 1.7037243843078613, 1.3665077686309814, 2.737659454345703, 6.917474746704102, 8.536746978759766]",3.544356773488475
12,<function elu at 0x0000000008CC56A8>,500,3.573235502390446,100,0.005,"[0.30574870109558105, 0.9780701994895935, 1.2967259883880615, 1.1728767156600952, 2.1725964546203613, 3.1546096801757812, 2.4290969371795654, 2.0921380519866943, 2.0017709732055664, 3.5348713397979736, 4.736556053161621, 3.3129327297210693, 2.395240068435669, 0.6479509472846985]",3.573235502390446
114,<function relu at 0x0000000008CBE400>,500,3.576540438820037,500,0.0005,"[0.2729194164276123, 0.8232265114784241, 1.9538700580596924, 3.2125184535980225, 3.543243646621704, 2.5940704345703125, 1.9171805381774902, 0.44161802530288696, 0.34844106435775757, 0.46548548340797424, 1.6279882192611694, 1.0152159929275513, -0.0005905348807573318, -1.6063530445098877]",3.576540438820037
94,<function relu at 0x0000000008CBE400>,1000,3.576902995595319,100,0.0005,"[0.329363614320755, 1.102329969406128, 1.8494048118591309, 2.288835287094116, 2.3190743923187256, 2.2586491107940674, 3.0740435123443604, 3.9558486938476562, 3.530672073364258, 2.1671531200408936, 1.8436870574951172, 0.9374039173126221, 1.3876118659973145, 1.6607433557510376]",3.576902995595319
52,<function elu at 0x0000000008CC56A8>,1000,3.589406036258761,1000,0.0001,"[0.14544981718063354, 0.567209005355835, 1.2790549993515015, 2.0861127376556396, 2.791003942489624, 2.8036866188049316, 2.677880048751831, 2.0055768489837646, 1.4416970014572144, 2.788543939590454, 5.946272373199463, 9.152691841125488, 8.806327819824219, 7.294893264770508]",3.589406036258761
43,<function elu at 0x0000000008CC56A8>,500,3.5894237680856547,500,0.0005,"[0.250805139541626, 0.7463348507881165, 1.3972220420837402, 2.2884347438812256, 2.889530897140503, 2.8629345893859863, 2.460125684738159, 1.91228449344635, 1.3105493783950806, 0.34346073865890503, 3.1669514179229736, 5.51711893081665, 5.1508660316467285, 4.086200714111328]",3.5894237680856547
101,<function relu at 0x0000000008CBE400>,1000,3.606342472558546,500,0.0001,"[0.2251311093568802, 0.6859215497970581, 1.3893314599990845, 2.1574862003326416, 2.6901538372039795, 2.410649061203003, 3.1233761310577393, 4.282397270202637, 3.992933750152588, 2.631025552749634, 1.4388434886932373, 0.008253298699855804, -1.092839002609253, -1.5962092876434326]",3.606342472558546
112,<function relu at 0x0000000008CBE400>,1000,3.6102829947966337,500,0.005,"[-0.19963133335113525, -0.17439976334571838, 1.0420119762420654, 3.179971218109131, 1.4997919797897339, 3.0907063484191895, 2.8198394775390625, 0.34814056754112244, -0.856642484664917, -1.6475133895874023, -2.707254409790039, -1.5435240268707275, -1.7514595985412598, -1.9632967710494995]",3.6102829947966337
38,<function elu at 0x0000000008CC56A8>,500,3.619451682884045,500,0.005,"[0.20788131654262543, 0.7224324941635132, 1.1571922302246094, 0.8347464203834534, 1.5211856365203857, 2.570749282836914, 3.4933981895446777, 4.183305740356445, 3.115753173828125, 3.367827892303467, 3.334095001220703, -0.9710673689842224, -0.5671647191047668, -2.359957218170166]",3.619451682884045
17,<function elu at 0x0000000008CC56A8>,1000,3.6226153319039374,100,0.005,"[0.3332715630531311, 0.37650883197784424, 0.431898832321167, 1.4949716329574585, 0.8454990386962891, 1.4604637622833252, 4.552946090698242, 5.460194110870361, -0.7797431945800781, -8.339089393615723, -3.5112054347991943, 2.4755008220672607, 9.196907043457031, 8.321991920471191]",3.6226153319039374
35,<function elu at 0x0000000008CC56A8>,1000,3.6459623514441195,500,0.001,"[0.38979631662368774, 0.7160013318061829, 1.446884036064148, 1.5508517026901245, 3.048252582550049, 4.095597267150879, 1.0296858549118042, 0.6773556470870972, 1.8838104009628296, 5.1526899337768555, 7.27121114730835, 8.72619342803955, 6.219660758972168, 2.429842948913574]",3.6459623514441195
