fecha,tasa,precios
21-08-2018,4.7892720306513406,16.41
22-08-2018,4.0557667934093935,16.42
23-08-2018,0.7547169811320705,16.02
24-08-2018,2.6734563971992245,16.13
27-08-2018,4.749679075738127,16.32
28-08-2018,4.134860050890587,16.37
29-08-2018,3.566958698372968,16.55
30-08-2018,-1.1578305911029938,16.22
31-08-2018,-2.253349573690627,16.05
03-09-2018,0.4993757802746682,16.1
04-09-2018,-2.107873527588344,15.79
05-09-2018,-6.249999999999997,15.3
06-09-2018,-5.253512522907765,15.51
07-09-2018,-5.075528700906343,15.71
