fecha,tasa,precios
18-12-2018,-5.916437938395859,92.55
19-12-2018,-0.4695325542570981,95.39
20-12-2018,-0.3650026838432672,92.81
21-12-2018,3.5765537034992767,93.83
24-12-2018,1.221640488656185,92.8
26-12-2018,2.62013481191563,94.39
27-12-2018,,
