fecha,prediccion,real,precios
14-11-2018,0.21216229597727457,-5.631339629240991,26.98
15-11-2018,-0.9721255699793497,-3.556485355648534,27.66
16-11-2018,-1.1866235733032227,-5.140673845085101,27.31
20-11-2018,-1.4949650764465332,-6.2522077004592,26.54
21-11-2018,-1.687328537305196,-5.346465001758704,26.91
22-11-2018,-2.0247593323389688,-7.769684356573009,26.59
23-11-2018,1.479658802350362,-2.9215976331360918,26.25
26-11-2018,-0.5198606053988138,,
27-11-2018,1.1930185556411743,,
28-11-2018,0.6231951316197714,,
29-11-2018,1.2930087645848591,,
30-11-2018,1.1351702213287354,,
03-12-2018,2.0359540780385337,,
04-12-2018,0.16558941205342612,,
