index,activation,epochs,error,hidden,learning_rate,prediction,random_seed
27,<function elu at 0x00000000092B5620>,1000,3.255512717210007,500,0.0001,"[-0.48181191086769104, 0.009553337469696999, 0.1231347844004631, -0.3249073624610901, -1.3010591268539429, -1.4215742349624634, 0.034707896411418915, 1.5330549478530884, 2.4207427501678467, 2.8756706714630127, 2.9677469730377197, 1.0681005716323853, -0.6776980757713318, 0.5251380801200867]",3.255512717210007
123,<function relu at 0x00000000092A7378>,1000,3.2887172243107408,1000,0.0001,"[-0.19683800637722015, -0.1784072369337082, 0.040791381150484085, -0.9105643630027771, -2.02828311920166, -0.9282137155532837, 0.6082888841629028, 1.2712912559509277, 1.7086102962493896, 0.9007059931755066, 0.8487087488174438, 1.4687063694000244, -0.4721857011318207, -1.029723882675171]",3.2887172243107408
120,<function relu at 0x00000000092A7378>,500,3.323465664499761,1000,0.0001,"[-0.269051194190979, -0.2130114734172821, 0.07328009605407715, -0.6191059350967407, -1.5892261266708374, -0.9104323983192444, 0.34498006105422974, 1.008095622062683, 2.1356632709503174, 2.1954524517059326, 1.8093129396438599, 1.712888479232788, -0.2187933325767517, -1.033289909362793]",3.323465664499761
112,<function relu at 0x00000000092A7378>,1000,3.329696450441312,500,0.005,"[0.5092378854751587, 0.6532520055770874, -2.433042287826538, -5.85576057434082, -4.875373363494873, -1.7147997617721558, 0.3395317494869232, 1.6824004650115967, -0.31535086035728455, -0.04983662813901901, -0.19498327374458313, 5.308405876159668, 1.9077048301696777, -1.9162571430206299]",3.329696450441312
102,<function relu at 0x00000000092A7378>,500,3.337849934206318,500,0.001,"[0.037865400314331055, -0.14553210139274597, -0.8593387007713318, -1.1019651889801025, -1.2968858480453491, -0.652434766292572, -0.2221897542476654, 3.6301352977752686, 5.160355091094971, 4.576010227203369, 4.461034774780273, 5.045013427734375, 3.608046293258667, 3.1222987174987793]",3.337849934206318
18,<function elu at 0x00000000092B5620>,500,3.33953419413063,100,0.0005,"[-0.544983983039856, -0.00889838207513094, 0.6888490319252014, -0.16621102392673492, -1.1635164022445679, -0.6616278290748596, -0.3967890739440918, 0.05529005452990532, 1.0602418184280396, 2.159336566925049, 1.8000918626785278, 1.809464931488037, 1.4225503206253052, 4.104818344116211]",3.33953419413063
97,<function relu at 0x00000000092A7378>,500,3.340165813632055,500,0.0001,"[-0.31683558225631714, -0.3948252201080322, 0.10745064914226532, -0.531304657459259, -1.1370642185211182, -0.6732473373413086, -0.15867482125759125, 0.26775094866752625, 1.0021049976348877, 1.2246298789978027, 1.1441855430603027, 1.6353901624679565, 0.838578462600708, 1.429012656211853]",3.340165813632055
122,<function relu at 0x00000000092A7378>,500,3.344517868841555,1000,0.0001,"[-0.3100661039352417, -0.2245105654001236, 0.09391844272613525, -0.5849354267120361, -1.3693735599517822, -0.71375572681427, 0.07734076678752899, 0.5775115489959717, 2.083423614501953, 2.7762086391448975, 3.0088696479797363, 3.1929259300231934, 1.9848538637161255, 1.6247146129608154]",3.344517868841555
3,<function elu at 0x00000000092B5620>,1000,3.35430864187525,100,0.0001,"[-0.5450470447540283, -0.017428407445549965, 0.7941966652870178, -0.014995211735367775, -1.0329278707504272, -0.9747034907341003, -0.23902678489685059, -0.530636727809906, -0.651275098323822, -0.28707796335220337, -0.16837644577026367, -0.9580422639846802, -2.787639617919922, -0.2855035066604614]",3.35430864187525
5,<function elu at 0x00000000092B5620>,1000,3.3595769161541944,100,0.0001,"[-0.5621770024299622, -0.1054198294878006, 0.08482499420642853, -0.1950703114271164, -1.0130913257598877, -0.8756521344184875, -0.2157600373029709, 0.4686291515827179, 1.1515555381774902, 1.2969729900360107, 1.3718760013580322, 1.2264914512634277, 0.6921005249023438, 1.673372745513916]",3.3595769161541944
19,<function elu at 0x00000000092B5620>,500,3.37530181287927,100,0.0005,"[-0.38029661774635315, -0.1177530437707901, 0.09155979752540588, -0.4970709979534149, -1.0003020763397217, -0.6174456477165222, -0.3037510812282562, 0.5385302305221558, 0.8056246042251587, 0.009718801826238632, -0.4148317277431488, -2.942255973815918, -4.73133659362793, -6.025250434875488]",3.37530181287927
22,<function elu at 0x00000000092B5620>,1000,3.375782195935918,100,0.0005,"[-0.37089526653289795, -0.1261194795370102, 0.06429849565029144, -0.6297221183776855, -1.3598086833953857, -0.7493747472763062, 0.2208390086889267, 1.5912528038024902, 0.7490448951721191, -1.2094827890396118, -2.649146318435669, -5.5122785568237305, -6.849180221557617, -8.407670974731445]",3.375782195935918
99,<function relu at 0x00000000092A7378>,1000,3.3842789483004863,500,0.0001,"[-0.16100798547267914, -0.1770479530096054, 0.3288639187812805, -0.4826357662677765, -1.4923382997512817, -0.5806424617767334, 0.1901329606771469, 1.2464584112167358, 3.00570011138916, 2.298490047454834, 1.1164895296096802, 1.0064030885696411, -0.23800431191921234, 0.6703588962554932]",3.3842789483004863
101,<function relu at 0x00000000092A7378>,1000,3.4085384133531704,500,0.0001,"[-0.2425575852394104, -0.24025240540504456, 0.1517414003610611, -0.3665356934070587, -1.1838483810424805, -0.5383046865463257, -0.037228427827358246, 0.8671121001243591, 2.152620553970337, 2.921818494796753, 3.8426144123077393, 4.035129547119141, 2.196180820465088, 0.5893980264663696]",3.4085384133531704
46,<function elu at 0x00000000092B5620>,1000,3.413105853401945,500,0.0005,"[-0.15378117561340332, 0.0997152104973793, -0.18985535204410553, -1.1961579322814941, -1.0875873565673828, -0.03889479115605354, -0.6200820803642273, 0.1830739825963974, 0.36258694529533386, 3.7328171730041504, 7.596306800842285, 3.789185047149658, -0.4014171063899994, -2.4497649669647217]",3.413105853401945
7,<function elu at 0x00000000092B5620>,500,3.424159447742018,100,0.001,"[-0.3761312663555145, -0.1888335645198822, -0.11283758282661438, -0.5621480345726013, -1.7619825601577759, -0.23128537833690643, 0.3162851631641388, 2.584242343902588, 0.7944942116737366, -2.2402544021606445, -2.6485328674316406, -1.370822548866272, -2.3055260181427, -2.356043815612793]",3.424159447742018
98,<function relu at 0x00000000092A7378>,500,3.425576361035084,500,0.0001,"[-0.27563905715942383, -0.26600682735443115, 0.15808157622814178, -0.20173229277133942, -0.9106627106666565, -0.4900457262992859, -0.3357791304588318, 0.07417379319667816, 0.8749755024909973, 1.5363470315933228, 2.1652326583862305, 2.086026906967163, 0.4888625741004944, -0.9596319198608398]",3.425576361035084
52,<function elu at 0x00000000092B5620>,1000,3.4312180511586576,1000,0.0001,"[-0.4533838927745819, -0.05451644957065582, -0.09571252763271332, -0.39344245195388794, -2.0183095932006836, -0.8848380446434021, 0.9904225468635559, 0.15750940144062042, 1.2577024698257446, 0.8605732321739197, 1.0612032413482666, 2.3520171642303467, -0.8932674527168274, -0.4819517731666565]",3.4312180511586576
121,<function relu at 0x00000000092A7378>,500,3.4423567160773625,1000,0.0001,"[-0.3525158166885376, -0.2454957365989685, 0.28804123401641846, -0.4362605810165405, -1.3174937963485718, -0.6618557572364807, 0.40323466062545776, 1.1546818017959595, 2.9979746341705322, 2.980768918991089, 1.8894678354263306, 0.9911936521530151, -0.6026064157485962, 0.18691876530647278]",3.4423567160773625
26,<function elu at 0x00000000092B5620>,500,3.44310828266899,500,0.0001,"[-0.47403252124786377, -0.11368559300899506, 0.1408354789018631, 0.03502075374126434, -0.7227312922477722, -0.982464075088501, -0.1332499235868454, 1.0479247570037842, 1.8748539686203003, 3.527864456176758, 2.2518820762634277, 1.2344677448272705, -1.7270443439483643, -1.6525139808654785]",3.44310828266899
42,<function elu at 0x00000000092B5620>,500,3.4518987698773858,500,0.0005,"[-0.24759483337402344, -0.011771436780691147, -0.2240353226661682, -0.7558786273002625, -1.5139806270599365, 0.1318647861480713, -0.1998080313205719, -0.0573728047311306, 1.4070948362350464, 1.6111392974853516, 3.1433780193328857, 5.8116984367370605, 0.21963483095169067, 0.666202962398529]",3.4518987698773858
138,<function relu at 0x00000000092A7378>,500,3.4577622966815027,1000,0.0005,"[5.7251687394455075e-05, 0.13093805313110352, -0.4107511341571808, -1.5489379167556763, -1.5523884296417236, -0.4173402786254883, 0.40812450647354126, 3.709545373916626, 4.324325084686279, 3.634284257888794, 3.5856900215148926, 4.2278971672058105, -0.8765355348587036, -2.4589197635650635]",3.4577622966815027
53,<function elu at 0x00000000092B5620>,1000,3.470111799840838,1000,0.0001,"[-0.4705123007297516, -0.08355529606342316, -0.0757579356431961, -0.2137848287820816, -1.497454047203064, -0.8750393390655518, 0.7067931890487671, 1.3215231895446777, 2.410991668701172, 1.1360970735549927, 1.0798017978668213, 3.1433584690093994, 0.6486749053001404, 0.08455334603786469]",3.470111799840838
29,<function elu at 0x00000000092B5620>,1000,3.473003768857074,500,0.0001,"[-0.4560440182685852, -0.11395639926195145, -0.02578539401292801, -0.08721304684877396, -1.1426407098770142, -1.0678126811981201, 0.5279268026351929, 2.1060330867767334, 2.853023052215576, 3.660921812057495, 2.297595500946045, 0.9388937950134277, -2.181833028793335, -2.4453744888305664]",3.473003768857074
38,<function elu at 0x00000000092B5620>,500,3.477179800236227,500,0.005,"[-0.28925615549087524, 0.18194778263568878, -0.6421563029289246, -2.4271326065063477, -2.1100962162017822, 0.19085510075092316, 0.3802385926246643, 2.421999931335449, 4.922768592834473, 6.538692474365234, 6.9258809089660645, 7.475804805755615, 4.461568355560303, 5.224758625030518]",3.477179800236227
81,<function relu at 0x00000000092A7378>,1000,3.483359193688016,100,0.001,"[-0.12233118712902069, 0.05676259472966194, 0.38614287972450256, -0.7657215595245361, -1.1400538682937622, -0.5192521810531616, 0.23377422988414764, 2.083766460418701, 2.2097291946411133, 1.240230679512024, -0.8641315698623657, -1.3646217584609985, -2.858795642852783, -3.0412120819091797]",3.483359193688016
34,<function elu at 0x00000000092B5620>,1000,3.493053609798079,500,0.001,"[-0.18593259155750275, 0.22229687869548798, -0.7851796746253967, -2.1898040771484375, -0.984246551990509, -0.8984664082527161, 0.400343120098114, 3.46042799949646, 2.679696798324585, 5.026806831359863, 3.9672842025756836, -1.8076363801956177, 0.9905868172645569, 4.503849029541016]",3.493053609798079
96,<function relu at 0x00000000092A7378>,500,3.494660675714112,500,0.0001,"[-0.17084668576717377, -0.1931542158126831, 0.3438587486743927, -0.17063292860984802, -0.9963143467903137, -0.3238876760005951, -0.11664477735757828, 0.32610049843788147, 2.103167772293091, 2.592315435409546, 2.4671664237976074, 2.7609035968780518, 1.8253785371780396, 2.243121385574341]",3.494660675714112
76,<function relu at 0x00000000092A7378>,1000,3.507855985363422,100,0.0001,"[-0.3270435035228729, -0.16497622430324554, 0.022910911589860916, -0.05374668166041374, -0.6718363165855408, -0.26472094655036926, -0.5331221222877502, 0.4619179666042328, 1.0268945693969727, 1.9581193923950195, 2.202815055847168, 2.2886223793029785, 1.8972136974334717, 1.9307748079299927]",3.507855985363422
47,<function elu at 0x00000000092B5620>,1000,3.512147570329671,500,0.0005,"[-0.2837795317173004, -0.016629843041300774, -0.017745165154337883, -1.5250111818313599, -1.3192585706710815, -0.11006608605384827, 0.3286353051662445, 0.22424086928367615, 1.4387904405593872, 1.212644338607788, 2.390150308609009, 1.6987639665603638, -1.0021733045578003, 0.09569820761680603]",3.512147570329671
4,<function elu at 0x00000000092B5620>,1000,3.5168846506341955,100,0.0001,"[-0.4581531882286072, -0.07701770961284637, -0.11361120641231537, -0.3133474290370941, -0.5298888087272644, -0.7271918058395386, -0.12072835862636566, 0.8015347719192505, 1.301989197731018, 1.3763513565063477, 0.5027221441268921, -0.6893037557601929, -2.0936787128448486, -2.723299741744995]",3.5168846506341955
92,<function relu at 0x00000000092A7378>,500,3.5176106558815468,100,0.0005,"[-0.2431737184524536, 0.0015789791941642761, 0.12486230581998825, -0.5150734186172485, -1.4973680973052979, -0.6193708181381226, 0.7514551877975464, 3.229965925216675, 6.463666915893555, 6.956653118133545, 6.535676956176758, 6.774218559265137, 5.651623249053955, 6.772914886474609]",3.5176106558815468
143,<function relu at 0x00000000092A7378>,1000,3.5207213314099968,1000,0.0005,"[0.006137115880846977, 0.046798184514045715, -1.2297674417495728, -1.931410312652588, -1.5683856010437012, -0.1877478063106537, 0.3579130470752716, 5.205843925476074, 6.289979457855225, 2.9557104110717773, 1.1402325630187988, 3.4515929222106934, -0.7927035689353943, -3.102308511734009]",3.5207213314099968
2,<function elu at 0x00000000092B5620>,500,3.58643252409914,100,0.0001,"[-0.4510115683078766, -0.14658530056476593, 0.2365274280309677, 0.18194101750850677, -0.582989513874054, -0.2426414042711258, -0.32544851303100586, 0.059251464903354645, 0.33618900179862976, 0.7945123910903931, 0.9755035042762756, -0.13999208807945251, -1.7233446836471558, -1.9012839794158936]",3.58643252409914
6,<function elu at 0x00000000092B5620>,500,3.5915368290477727,100,0.001,"[-0.5243218541145325, -0.10145339369773865, 0.044588834047317505, -0.6307714581489563, -0.9870710968971252, -0.7503398060798645, 0.8317820429801941, 2.0810279846191406, 3.62689208984375, 5.215583801269531, 4.610821723937988, 4.130630016326904, 3.3625073432922363, 2.610210418701172]",3.5915368290477727
31,<function elu at 0x00000000092B5620>,500,3.592871511634726,500,0.001,"[-0.2056884765625, -0.031406160444021225, -0.26461535692214966, -1.3882135152816772, -1.4338486194610596, 0.6714522838592529, -0.06400620937347412, 0.43845129013061523, 2.1412694454193115, 2.9624743461608887, 5.0742106437683105, 3.919154405593872, 1.630897045135498, 4.348034381866455]",3.592871511634726
95,<function relu at 0x00000000092A7378>,1000,3.59631180625803,100,0.0005,"[-0.15740510821342468, 0.07439550757408142, 0.10879668593406677, -0.6719536781311035, -1.7782666683197021, -0.684113621711731, 1.3295270204544067, 4.836370944976807, 8.754683494567871, 9.670316696166992, 9.711402893066406, 10.352591514587402, 8.87285327911377, 10.699466705322266]",3.59631180625803
17,<function elu at 0x00000000092B5620>,1000,3.6013502299070783,100,0.005,"[-0.016799336299300194, 0.4384422302246094, -0.4201735258102417, -1.7596142292022705, 2.0425047874450684, -2.3559036254882812, -3.047785997390747, 0.5440030097961426, 4.997501373291016, -0.8988974094390869, -6.4867329597473145, 1.4914441108703613, 4.653387069702148, 7.911638259887695]",3.6013502299070783
61,<function elu at 0x00000000092B5620>,500,3.601361701316092,1000,0.005,"[-0.3975195586681366, -0.26229944825172424, 0.22939035296440125, 0.5511369705200195, -0.08657750487327576, -0.5254040956497192, -0.7442154884338379, -0.939281702041626, -1.0540294647216797, 0.6954885721206665, 0.8070729970932007, 2.9559504985809326, 5.0105814933776855, 7.046247482299805]",3.601361701316092
91,<function relu at 0x00000000092A7378>,500,3.6056065390456093,100,0.0005,"[-0.1530768722295761, -0.25711989402770996, -0.2530142068862915, -1.460415244102478, -1.6269580125808716, 0.006167938932776451, 0.9233276844024658, 1.8312004804611206, 2.2997686862945557, 2.1465044021606445, 2.4519872665405273, 3.2308270931243896, 3.8135149478912354, 3.8285751342773438]",3.6056065390456093
11,<function elu at 0x00000000092B5620>,1000,3.617287663545503,100,0.001,"[-0.49175283312797546, -0.2642742693424225, -0.43763765692710876, -1.3746596574783325, -2.004779577255249, -0.11152169108390808, 1.3522039651870728, 3.20210599899292, 1.6014736890792847, 0.8448795676231384, 1.483007550239563, 2.096410036087036, 2.1649460792541504, 0.8693382143974304]",3.617287663545503
51,<function elu at 0x00000000092B5620>,1000,3.6180555359955777,1000,0.0001,"[-0.5160180330276489, -0.11573172360658646, -0.012551550753414631, -0.26915043592453003, -1.5906939506530762, -0.5979735851287842, 1.219294548034668, 1.6318906545639038, 2.0538198947906494, 2.5006206035614014, 3.3788490295410156, 4.5236616134643555, 1.31119704246521, 4.250941276550293]",3.6180555359955777
80,<function relu at 0x00000000092A7378>,500,3.622043531111885,100,0.001,"[0.045101623982191086, 0.15386216342449188, 0.12351052463054657, -0.772158682346344, -1.681542992591858, -0.5791528820991516, 1.2448221445083618, 4.422885417938232, 7.0807695388793945, 7.695773124694824, 8.67248249053955, 7.223570346832275, 4.973934173583984, 3.7948663234710693]",3.622043531111885
16,<function elu at 0x00000000092B5620>,1000,3.6225549444102483,100,0.005,"[0.03583693504333496, 0.10129690170288086, -1.1906609535217285, -1.216402292251587, -2.106212854385376, -1.6231682300567627, 2.058180809020996, 4.089811325073242, 4.996269226074219, 1.3718411922454834, 2.884676218032837, 4.863956451416016, 0.7012436389923096, -1.558025598526001]",3.6225549444102483
71,<function elu at 0x00000000092B5620>,1000,3.655595089825451,1000,0.0005,"[-0.24820615351200104, 0.19493468105793, -0.4967288076877594, -1.76510751247406, -0.5654845833778381, -0.38863125443458557, 0.3679644465446472, 5.2275800704956055, 5.908143520355225, 3.83909273147583, 3.858827590942383, 6.5027689933776855, 1.7903941869735718, 3.253148078918457]",3.655595089825451
124,<function relu at 0x00000000092A7378>,1000,3.659362955211247,1000,0.0001,"[-0.27260276675224304, -0.23503895103931427, 0.24196207523345947, -0.7199610471725464, -1.5198798179626465, -0.29819557070732117, 1.2456728219985962, 2.1369645595550537, 3.3688619136810303, 2.233583688735962, 1.3110883235931396, 1.2474452257156372, 0.3887602686882019, 1.7634114027023315]",3.659362955211247
