index,activation,epochs,error,hidden,learning_rate,prediction,random_seed
48,<function elu at 0x00000000092B5620>,500,3.4857326576586125,1000,0.0001,"[0.10848629474639893, 0.7073182463645935, 1.2092533111572266, 1.028906226158142, 0.1615235060453415, -1.095107913017273, -1.8630675077438354, -2.735320568084717, -3.891646385192871, -4.46858549118042, -5.996527194976807, -3.2845818996429443, -3.1109583377838135, -4.466654300689697]",3.4857326576586125
3,<function elu at 0x00000000092B5620>,1000,3.490139884568382,100,0.0001,"[0.17809097468852997, 0.8390658497810364, 1.526896357536316, 0.9705788493156433, 0.08098286390304565, -1.0754508972167969, -1.5050245523452759, -1.7976303100585938, -2.8448774814605713, -3.277783155441284, -4.867434024810791, -5.63624382019043, -8.266478538513184, -11.786767959594727]",3.490139884568382
5,<function elu at 0x00000000092B5620>,1000,3.5381041936947413,100,0.0001,"[0.17097590863704681, 0.76985102891922, 1.213785171508789, 1.0913584232330322, 0.07243983447551727, -1.2132384777069092, -1.9601905345916748, -2.094170570373535, -3.0778486728668213, -4.730008125305176, -7.679869651794434, -6.595383167266846, -7.5369062423706055, -10.270079612731934]",3.5381041936947413
27,<function elu at 0x00000000092B5620>,1000,3.552185920843006,500,0.0001,"[0.17851682007312775, 0.8667686581611633, 1.3819113969802856, 1.0632576942443848, 0.14303630590438843, -1.2872884273529053, -1.9088910818099976, -2.5177724361419678, -3.0891916751861572, -3.8983075618743896, -5.386412620544434, -3.977306604385376, -4.091540813446045, -6.303670883178711]",3.552185920843006
121,<function relu at 0x00000000092A7378>,500,3.554988797355788,1000,0.0001,"[0.14738664031028748, 0.4797974228858948, 0.7424833178520203, 0.6574219465255737, 0.05486222356557846, -1.1018251180648804, -2.057903528213501, -3.3320090770721436, -5.968349456787109, -8.446313858032227, -9.334132194519043, -7.6521196365356445, -5.3643951416015625, -4.3397088050842285]",3.554988797355788
49,<function elu at 0x00000000092B5620>,500,3.557166998921731,1000,0.0001,"[0.11599887907505035, 0.7727394104003906, 1.3470162153244019, 1.1082667112350464, 0.19915644824504852, -1.1367616653442383, -2.2203683853149414, -2.972414970397949, -4.371788024902344, -4.941367149353027, -6.559872627258301, -5.6454243659973145, -4.823301792144775, -5.942111492156982]",3.557166998921731
120,<function relu at 0x00000000092A7378>,500,3.5844606230276685,1000,0.0001,"[0.2250545620918274, 0.5007905960083008, 0.7874770164489746, 0.6511955261230469, -0.024026336148381233, -1.10948646068573, -2.052715539932251, -3.1670238971710205, -5.415289878845215, -7.623754978179932, -8.485031127929688, -6.971405982971191, -4.519691467285156, -2.7587428092956543]",3.5844606230276685
65,<function elu at 0x00000000092B5620>,1000,3.5948624475864257,1000,0.005,"[0.45941001176834106, 1.1255683898925781, 0.8337145447731018, 1.1138970851898193, 1.276847243309021, -1.681627869606018, -2.403353452682495, -2.482377290725708, -3.1157257556915283, -7.4786577224731445, -1.7151495218276978, -0.9375135898590088, -0.8545926809310913, -2.628502130508423]",3.5948624475864257
99,<function relu at 0x00000000092A7378>,1000,3.5994951138628477,500,0.0001,"[0.2629431188106537, 0.5033130645751953, 0.6904874444007874, 0.7135029435157776, 0.04609443247318268, -1.2284752130508423, -2.1736128330230713, -3.275623083114624, -5.489187717437744, -8.062032699584961, -9.781283378601074, -9.416117668151855, -9.272022247314453, -11.639763832092285]",3.5994951138628477
122,<function relu at 0x00000000092A7378>,500,3.6125456143255006,1000,0.0001,"[0.1705579161643982, 0.47257548570632935, 0.7700127959251404, 0.6761032342910767, -0.029881563037633896, -1.146236538887024, -2.268895387649536, -3.2914681434631348, -5.510422229766846, -7.978246212005615, -8.905296325683594, -7.704855918884277, -6.684809684753418, -6.767471790313721]",3.6125456143255006
101,<function relu at 0x00000000092A7378>,1000,3.6160270949626097,500,0.0001,"[0.23824551701545715, 0.5840708017349243, 0.7916039228439331, 0.7358481884002686, 0.008027106523513794, -1.164660930633545, -2.2166085243225098, -3.055863380432129, -4.816850662231445, -6.927630424499512, -8.463895797729492, -8.620979309082031, -8.936942100524902, -9.83414077758789]",3.6160270949626097
100,<function relu at 0x00000000092A7378>,1000,3.624803859609409,500,0.0001,"[0.16423022747039795, 0.4478203058242798, 0.8382358551025391, 0.7240221500396729, -0.0824756771326065, -1.329423427581787, -2.27024507522583, -3.4271457195281982, -5.0774054527282715, -7.01062536239624, -7.856274127960205, -6.433664321899414, -4.5597381591796875, -3.1716160774230957]",3.624803859609409
18,<function elu at 0x00000000092B5620>,500,3.6344964237921857,100,0.0005,"[0.2843644917011261, 0.9748790264129639, 1.4328652620315552, 0.8324252367019653, -0.07263310253620148, -1.1952029466629028, -1.813113808631897, -2.363842010498047, -3.0880630016326904, -4.178171157836914, -5.653306484222412, -6.053236484527588, -6.319791793823242, -7.776914119720459]",3.6344964237921857
95,<function relu at 0x00000000092A7378>,1000,3.6422899134279607,100,0.0005,"[0.46733027696609497, 0.9620261788368225, 1.1742534637451172, 0.9286190867424011, -0.5244854688644409, -1.0668931007385254, -1.45094633102417, -2.363192319869995, -3.503222942352295, -4.72285795211792, -5.305784702301025, -4.8155598640441895, -5.043368339538574, -5.638579845428467]",3.6422899134279607
7,<function elu at 0x00000000092B5620>,500,3.6473157656551787,100,0.001,"[0.380836546421051, 1.1775681972503662, 1.2472866773605347, 0.825186014175415, -0.039841946214437485, -0.8767163157463074, -1.7947781085968018, -1.9330570697784424, -3.29451060295105, -3.257207155227661, -3.608584403991699, -1.512381672859192, -0.37624818086624146, 0.954098641872406]",3.6473157656551787
19,<function elu at 0x00000000092B5620>,500,3.6598475511553694,100,0.0005,"[0.26966580748558044, 1.0602352619171143, 1.3341032266616821, 1.009304404258728, -0.04185185208916664, -0.9008537530899048, -2.1942975521087646, -2.769519805908203, -5.099339008331299, -5.6554365158081055, -8.243139266967773, -6.598978519439697, -5.335721492767334, -4.390153884887695]",3.6598475511553694
38,<function elu at 0x00000000092B5620>,500,3.6995989433271963,500,0.005,"[0.7620272636413574, 1.0249676704406738, 0.710578203201294, 1.248984932899475, 1.8740266561508179, -0.11984528601169586, -3.545621633529663, -4.546382904052734, -8.786069869995117, -9.856532096862793, -10.597286224365234, -5.790661811828613, 3.1469614505767822, 6.5370869636535645]",3.6995989433271963
80,<function relu at 0x00000000092A7378>,500,3.7143913340949135,100,0.001,"[0.46083080768585205, 0.9040737152099609, 0.9973214864730835, 0.3474844694137573, -0.5350656509399414, -0.8340566754341125, -1.5032316446304321, -3.153022527694702, -4.596165180206299, -7.314712047576904, -10.320637702941895, -11.909333229064941, -13.844411849975586, -14.46566104888916]",3.7143913340949135
53,<function elu at 0x00000000092B5620>,1000,3.738792905566299,1000,0.0001,"[0.18369212746620178, 0.8961329460144043, 1.3723464012145996, 0.9422681331634521, -0.3409065902233124, -1.5329058170318604, -2.2512145042419434, -3.3308279514312744, -6.383531093597412, -7.27019739151001, -9.988455772399902, -6.252613544464111, -3.933356285095215, -5.050145149230957]",3.738792905566299
22,<function elu at 0x00000000092B5620>,1000,3.755329310823866,100,0.0005,"[0.326870858669281, 1.1400808095932007, 1.1732224225997925, 0.8437501788139343, -0.38088491559028625, -0.9996577501296997, -2.1532785892486572, -2.5578718185424805, -4.533443450927734, -4.670809745788574, -8.16932487487793, -4.954355716705322, -4.282055377960205, -3.3301665782928467]",3.755329310823866
51,<function elu at 0x00000000092B5620>,1000,3.759701322365315,1000,0.0001,"[0.20432350039482117, 0.8756685256958008, 1.1762975454330444, 0.8429819345474243, -0.2420082986354828, -1.5639511346817017, -2.397073268890381, -3.655165195465088, -6.210957050323486, -7.817503452301025, -10.248682975769043, -6.610291957855225, -6.505950450897217, -5.5553975105285645]",3.759701322365315
125,<function relu at 0x00000000092A7378>,1000,3.7690760426078813,1000,0.0001,"[0.23618446290493011, 0.5541571974754333, 0.8052339553833008, 0.604599118232727, -0.28158050775527954, -1.4754761457443237, -2.547914981842041, -3.499799966812134, -5.73924446105957, -7.9702558517456055, -9.158807754516602, -8.214273452758789, -7.107513427734375, -6.538167953491211]",3.7690760426078813
21,<function elu at 0x00000000092B5620>,1000,3.8279419456679307,100,0.0005,"[0.34353891015052795, 1.0736877918243408, 1.2866462469100952, 0.42997118830680847, -0.11268068850040436, -1.1734294891357422, -2.3886053562164307, -3.783036231994629, -5.031374931335449, -5.6780924797058105, -7.2561259269714355, -7.0736589431762695, -7.179912567138672, -9.505132675170898]",3.8279419456679307
10,<function elu at 0x00000000092B5620>,1000,3.8401478920140533,100,0.001,"[0.4227268099784851, 1.1368255615234375, 1.0347158908843994, 0.845495879650116, -0.1757575422525406, -1.550222635269165, -2.5090460777282715, -2.2850966453552246, -3.2370073795318604, -2.7679288387298584, -2.976219415664673, 0.6188263893127441, 3.6076114177703857, 6.951513767242432]",3.8401478920140533
124,<function relu at 0x00000000092A7378>,1000,3.8748023770107616,1000,0.0001,"[0.22419600188732147, 0.5549304485321045, 0.7961268424987793, 0.5479193925857544, -0.32331982254981995, -1.7020540237426758, -2.904482364654541, -4.405503749847412, -7.500201225280762, -10.118587493896484, -11.963279724121094, -11.620086669921875, -9.969491958618164, -8.894913673400879]",3.8748023770107616
52,<function elu at 0x00000000092B5620>,1000,3.876885159616498,1000,0.0001,"[0.2131161093711853, 0.9381540417671204, 1.3089922666549683, 0.8101798892021179, -0.3706115484237671, -1.8132374286651611, -2.66579008102417, -3.958946943283081, -5.959275722503662, -6.91738748550415, -8.928398132324219, -7.047379016876221, -5.381961822509766, -7.000945568084717]",3.876885159616498
91,<function relu at 0x00000000092A7378>,500,3.889043181237716,100,0.0005,"[0.4170877933502197, 0.7050830721855164, 0.9383054375648499, 0.6912407279014587, -0.48186495900154114, -1.545477032661438, -2.758188009262085, -3.884655714035034, -6.602360725402832, -8.17447280883789, -9.475622177124023, -10.193450927734375, -10.194393157958984, -9.701081275939941]",3.889043181237716
43,<function elu at 0x00000000092B5620>,500,3.905599063824224,500,0.0005,"[0.44139379262924194, 1.1462345123291016, 0.9688130021095276, 0.26703155040740967, -0.44808536767959595, -1.5068836212158203, -2.1421806812286377, -4.27495813369751, -8.743265151977539, -10.738241195678711, -15.057677268981934, -8.495253562927246, -6.91342306137085, -6.443623065948486]",3.905599063824224
42,<function elu at 0x00000000092B5620>,500,3.9169789345711705,500,0.0005,"[0.5140918493270874, 1.028373122215271, 0.9790593981742859, 0.5340319275856018, -0.32660675048828125, -1.7868764400482178, -2.4578280448913574, -5.41322660446167, -8.438847541809082, -9.60306167602539, -9.777819633483887, -8.576550483703613, -8.655397415161133, -8.814388275146484]",3.9169789345711705
83,<function relu at 0x00000000092A7378>,1000,3.9171166568986915,100,0.001,"[0.5437731146812439, 1.0066335201263428, 0.973142683506012, -0.025150947272777557, -0.8406943678855896, -1.0795632600784302, -1.7472692728042603, -3.7626450061798096, -5.356154441833496, -8.992937088012695, -13.20073127746582, -17.376035690307617, -20.600078582763672, -19.876802444458008]",3.9171166568986915
123,<function relu at 0x00000000092A7378>,1000,3.9254922861829002,1000,0.0001,"[0.30956318974494934, 0.5695997476577759, 0.8133620023727417, 0.49968451261520386, -0.49198800325393677, -1.7901744842529297, -2.86910343170166, -4.222689151763916, -7.096865177154541, -9.335224151611328, -10.59575080871582, -9.764654159545898, -8.287681579589844, -7.584443092346191]",3.9254922861829002
20,<function elu at 0x00000000092B5620>,500,3.9275458410730604,100,0.0005,"[0.2965945601463318, 0.8088334202766418, 1.2289738655090332, 0.8846457004547119, -0.4103446900844574, -1.8665469884872437, -2.969569683074951, -2.957737684249878, -3.983893394470215, -5.3974738121032715, -7.4462432861328125, -5.987504005432129, -4.369019508361816, -3.6125104427337646]",3.9275458410730604
6,<function elu at 0x00000000092B5620>,500,3.9389003932635838,100,0.001,"[0.3466678261756897, 1.0984230041503906, 1.3724344968795776, 0.5757432579994202, -0.7753063440322876, -1.389304280281067, -2.389479398727417, -3.423346757888794, -5.277454376220703, -5.959777355194092, -6.47620153427124, -6.3633904457092285, -5.60842227935791, -4.954728603363037]",3.9389003932635838
90,<function relu at 0x00000000092A7378>,500,3.9918183754944243,100,0.0005,"[0.25860148668289185, 0.7373302578926086, 1.1968337297439575, 1.005364179611206, -0.382609486579895, -2.1774699687957764, -3.31063175201416, -5.7471089363098145, -8.900449752807617, -11.27392864227295, -12.062374114990234, -11.394646644592285, -11.429336547851562, -12.84921646118164]",3.9918183754944243
8,<function elu at 0x00000000092B5620>,500,4.033284494176176,100,0.001,"[0.4078769087791443, 0.9262481331825256, 1.1039962768554688, 0.642284095287323, -0.5708617568016052, -1.904367446899414, -3.024462938308716, -2.983322858810425, -4.425271987915039, -4.986922264099121, -5.648984909057617, -3.1196179389953613, -2.997326374053955, -4.142352104187012]",4.033284494176176
78,<function relu at 0x00000000092A7378>,500,4.036675328710483,100,0.001,"[0.42157983779907227, 0.9185592532157898, 1.0773377418518066, 0.5510274767875671, -0.6597318649291992, -1.7121859788894653, -2.987558126449585, -5.690970420837402, -9.018099784851074, -10.626921653747559, -11.5581693649292, -12.42783260345459, -13.912521362304688, -16.14016342163086]",4.036675328710483
44,<function elu at 0x00000000092B5620>,500,4.063547200276663,500,0.0005,"[0.4681939482688904, 1.035415530204773, 1.0383843183517456, 0.4603348970413208, -0.5159558653831482, -1.9412206411361694, -2.9487698078155518, -5.954553604125977, -8.40949535369873, -11.249604225158691, -13.508822441101074, -6.915063381195068, -7.605499744415283, -10.420600891113281]",4.063547200276663
9,<function elu at 0x00000000092B5620>,1000,4.091302525967157,100,0.001,"[0.38359159231185913, 0.9892683625221252, 0.9498153328895569, 0.4239170551300049, -0.860859215259552, -1.8176155090332031, -2.9374547004699707, -5.836462497711182, -8.21764850616455, -9.28963565826416, -9.405985832214355, -7.093597888946533, -4.99585485458374, -4.492843151092529]",4.091302525967157
81,<function relu at 0x00000000092A7378>,1000,4.183160654523044,100,0.001,"[0.4710514545440674, 0.9573748111724854, 1.0915244817733765, 0.6190545558929443, -0.6508330702781677, -1.8274846076965332, -3.6341030597686768, -6.785714626312256, -11.204768180847168, -12.509185791015625, -14.166518211364746, -14.416963577270508, -14.612085342407227, -15.60640811920166]",4.183160654523044
79,<function relu at 0x00000000092A7378>,500,4.234367218640079,100,0.001,"[0.27112942934036255, 0.802903950214386, 1.1365352869033813, 0.6283262968063354, -0.6827046275138855, -2.6625115871429443, -3.6838185787200928, -4.653526782989502, -6.080928325653076, -9.542150497436523, -12.813051223754883, -15.644737243652344, -18.88899040222168, -21.37561798095703]",4.234367218640079
94,<function relu at 0x00000000092A7378>,1000,4.238311934172689,100,0.0005,"[0.4687827229499817, 0.6538795828819275, 0.8937552571296692, 0.444041907787323, -1.0065267086029053, -2.3395986557006836, -3.492368221282959, -4.759520530700684, -7.975371837615967, -9.1979398727417, -9.793920516967773, -9.741220474243164, -7.4597697257995605, -5.923223972320557]",4.238311934172689
46,<function elu at 0x00000000092B5620>,1000,4.241121636988385,500,0.0005,"[0.6054564118385315, 1.1843129396438599, 0.5816023349761963, 0.12195207178592682, -0.44378694891929626, -1.4309066534042358, -3.6557154655456543, -7.024306297302246, -13.348527908325195, -13.420708656311035, -17.42799949645996, -5.842423915863037, -3.483196496963501, -2.805091142654419]",4.241121636988385
36,<function elu at 0x00000000092B5620>,500,4.26589788972817,500,0.005,"[0.38236215710639954, 0.9415390491485596, 0.8660074472427368, 0.16747239232063293, -0.6735814809799194, -1.7651934623718262, -3.8072702884674072, -6.047666072845459, -8.775586128234863, -9.09918212890625, -9.398857116699219, -4.731848239898682, 1.2133504152297974, 2.821847915649414]",4.26589788972817
116,<function relu at 0x00000000092A7378>,500,4.282786013061739,500,0.0005,"[0.3074513375759125, 0.8214906454086304, 1.0011643171310425, 0.5990155339241028, -0.589579164981842, -2.214395523071289, -4.150919437408447, -6.474081516265869, -9.40127944946289, -11.26268196105957, -12.394782066345215, -11.126871109008789, -9.543768882751465, -8.960566520690918]",4.282786013061739
66,<function elu at 0x00000000092B5620>,500,4.300857548713423,1000,0.0005,"[0.6317609548568726, 1.0245198011398315, 0.5484796166419983, 0.07919112592935562, -0.8090036511421204, -1.7568063735961914, -3.612088441848755, -7.552783012390137, -15.552719116210938, -15.86713981628418, -10.238347053527832, -6.609065055847168, -2.2449684143066406, 3.676095962524414]",4.300857548713423
23,<function elu at 0x00000000092B5620>,1000,4.310951395107218,100,0.0005,"[0.3957870900630951, 0.9180122017860413, 1.1490176916122437, 0.7102982401847839, -0.7952331900596619, -2.7770047187805176, -3.792247772216797, -3.975574254989624, -5.0328779220581055, -5.581424713134766, -6.151525974273682, -3.3164520263671875, -1.5599312782287598, -1.1007555723190308]",4.310951395107218
11,<function elu at 0x00000000092B5620>,1000,4.341307160436021,100,0.001,"[0.5068967938423157, 0.9701573848724365, 0.9848964810371399, 0.38406819105148315, -0.7327046990394592, -2.3850975036621094, -3.8839173316955566, -3.840144395828247, -5.589489459991455, -5.902482986450195, -5.831190586090088, -1.495644450187683, -0.5061367154121399, -1.1836010217666626]",4.341307160436021
68,<function elu at 0x00000000092B5620>,500,4.379057306124207,1000,0.0005,"[0.6705001592636108, 1.1181241273880005, 0.5473455786705017, 0.0137266144156456, -0.6544345021247864, -1.584473729133606, -4.018966197967529, -7.1867356300354, -13.447653770446777, -15.618989944458008, -12.053051948547363, -9.80432415008545, -6.175642490386963, -2.82979416847229]",4.379057306124207
67,<function elu at 0x00000000092B5620>,500,4.409283463990607,1000,0.0005,"[0.6173754930496216, 1.0059460401535034, 0.6639396548271179, 0.209330752491951, -0.7702438831329346, -2.2444705963134766, -4.051150798797607, -8.019342422485352, -13.937135696411133, -14.946805953979492, -10.46764087677002, -8.145917892456055, -6.837708950042725, -2.833855152130127]",4.409283463990607
113,<function relu at 0x00000000092A7378>,1000,4.43907545800321,500,0.005,"[1.3883134126663208, 1.413009524345398, 1.4860187768936157, -0.8602215051651001, -1.0843918323516846, -1.0897008180618286, -2.457167863845825, -2.387686252593994, -0.9485787749290466, -0.968628466129303, -5.99936580657959, -5.217411041259766, -3.5607175827026367, -4.1470184326171875]",4.43907545800321
32,<function elu at 0x00000000092B5620>,500,4.446110498182812,500,0.001,"[0.6488283276557922, 1.0043628215789795, 0.575720489025116, 0.055384311825037, -0.6901901364326477, -1.7153319120407104, -4.364953517913818, -9.664386749267578, -14.960579872131348, -10.46103286743164, -10.954519271850586, -7.926325798034668, -5.507575988769531, -1.1071609258651733]",4.446110498182812
